0
2004-05 NBA 10.8 (11th)
2005-06 NBA 11.9 (7th)
2006-07 NBA 11.2 (8th)
2007-08 NBA 12.0 (5th)
2008-09 NBA 11.6 (6th)
2009-10 NBA 11.3 (12th)
2010-11 NBA 11.5 (9th)
2011-12 NBA 12.8 (3rd)
2012-13 NBA 12.2 (4th)
2013-14 NBA 11.8 (5th)
2014-15 NBA 10.5 (17th)
2015-16 NBA 12.3 (2nd)
2016-17 NBA 10.9 (9th)
2017-18 NBA 11.5 (5th)
2019-20 NBA 10.2 (11th)
2023-24 NBA 10.2 (14th)
2024-25 NBA 10.1 (10th)
Active 11.2 (7th)
Career 11.2 (42nd)
Career NBA 11.2 (42nd)
Career Playoffs 11.0 (34th)
Career NBA Playoffs 11.0 (33rd)
