0
2003-04 NBA 1654 (8th)
2004-05 NBA 2175 (2nd)
2005-06 NBA 2478 (2nd)
2006-07 NBA 2132 (2nd)
2007-08 NBA 2250 (2nd)
2008-09 NBA 2304 (2nd)
2009-10 NBA 2258 (2nd)
2010-11 NBA 2111 (2nd)
2011-12 NBA 1683 (2nd)
2012-13 NBA 2036 (3rd)
2013-14 NBA 2089 (3rd)
2014-15 NBA 1743 (4th)
2015-16 NBA 1920 (4th)
2016-17 NBA 1954 (9th)
2017-18 NBA 2251 (1st)
2019-20 NBA 1698 (8th)
2021-22 NBA 1695 (11th)
2023-24 NBA 1822 (14th)
2024-25 NBA 1710 (15th)
Active 42184 (1st)
Career 42184 (1st)
Career NBA 42184 (1st)
Career Playoffs 8289 (1st)
Career NBA Playoffs 8289 (1st)
Career (Reg+Playoffs) 50473 (1st)
Career NBA (Reg+Playoffs) 50473 (1st)
