0
2003-04 NBA 3122 (9th)
2004-05 NBA 3388 (1st)
2005-06 NBA 3361 (2nd)
2006-07 NBA 3190 (1st)
2007-08 NBA 3027 (14th)
2008-09 NBA 3054 (7th)
2009-10 NBA 2966 (12th)
2010-11 NBA 3063 (6th)
2011-12 NBA 2326 (10th)
2012-13 NBA 2877 (16th)
2013-14 NBA 2902 (8th)
2015-16 NBA 2709 (18th)
2016-17 NBA 2794 (10th)
2017-18 NBA 3026 (1st)
2019-20 NBA 2316 (13th)
Active 59041 (1st)
Career 59041 (1st)
Career NBA 59041 (1st)
Career Playoffs 12062 (1st)
Career NBA Playoffs 12062 (1st)
Career (Reg+Playoffs) 71103 (1st)
Career NBA (Reg+Playoffs) 71103 (1st)
