0
2003-04 NBA 460 (15th)
2004-05 NBA 636 (10th)
2005-06 NBA 814 (3rd)
2006-07 NBA 701 (3rd)
2007-08 NBA 771 (3rd)
2008-09 NBA 762 (3rd)
2009-10 NBA 773 (3rd)
2010-11 NBA 663 (5th)
2011-12 NBA 502 (2nd)
2012-13 NBA 535 (6th)
2013-14 NBA 585 (8th)
2014-15 NBA 528 (4th)
2015-16 NBA 491 (11th)
2016-17 NBA 531 (12th)
2017-18 NBA 531 (8th)
2019-20 NBA 381 (16th)
Active 11735 (1st)
Career 11735 (4th)
Career NBA 11735 (3rd)
Career Playoffs 2519 (1st)
Career NBA Playoffs 2519 (1st)
Career (Reg+Playoffs) 14254 (2nd)
Career NBA (Reg+Playoffs) 14254 (2nd)
