0
2003-04 NBA 465 (13th)
2004-05 NBA 577 (5th)
2005-06 NBA 521 (10th)
2006-07 NBA 470 (12th)
2007-08 NBA 539 (10th)
2008-09 NBA 587 (8th)
2009-10 NBA 651 (6th)
2010-11 NBA 554 (12th)
2011-12 NBA 387 (12th)
2012-13 NBA 551 (8th)
2013-14 NBA 488 (9th)
2014-15 NBA 511 (11th)
2015-16 NBA 514 (9th)
2016-17 NBA 646 (5th)
2017-18 NBA 747 (2nd)
2018-19 NBA 454 (18th)
2019-20 NBA 684 (1st)
2023-24 NBA 589 (6th)
2024-25 NBA 575 (7th)
Active 11584 (2nd)
Career 11584 (4th)
Career NBA 11584 (4th)
Career Playoffs 2095 (2nd)
Career NBA Playoffs 2095 (2nd)
Career (Reg+Playoffs) 13679 (3rd)
Career NBA (Reg+Playoffs) 13679 (3rd)
