0
2003-04 NBA 16.1 (7th)
2004-05 NBA 17.2 (3rd)
2005-06 NBA 18.3 (3rd)
2006-07 NBA 16.8 (6th)
2007-08 NBA 17.1 (2nd)
2008-09 NBA 15.2 (9th)
2009-10 NBA 15.0 (13th)
2010-11 NBA 15.3 (12th)
2011-12 NBA 16.5 (4th)
2012-13 NBA 14.5 (9th)
2013-14 NBA 13.6 (12th)
2014-15 NBA 13.6 (11th)
2015-16 NBA 14.9 (7th)
2016-17 NBA 13.5 (12th)
2017-18 NBA 14.3 (6th)
2019-20 NBA 13.1 (8th)
2023-24 NBA 12.8 (18th)
2024-25 NBA 12.5 (9th)
Active 14.9 (2nd)
Career 14.9 (86th)
Career NBA 14.9 (74th)
Career Playoffs 15.6 (73rd)
Career NBA Playoffs 15.6 (66th)
