0
2003-04 NBA 1492 (4th)
2004-05 NBA 1684 (2nd)
2005-06 NBA 1823 (2nd)
2006-07 NBA 1621 (2nd)
2007-08 NBA 1642 (2nd)
2008-09 NBA 1613 (4th)
2009-10 NBA 1528 (3rd)
2010-11 NBA 1485 (6th)
2011-12 NBA 1169 (4th)
2012-13 NBA 1354 (7th)
2013-14 NBA 1353 (10th)
2014-15 NBA 1279 (8th)
2015-16 NBA 1416 (7th)
2016-17 NBA 1344 (19th)
2017-18 NBA 1580 (2nd)
2019-20 NBA 1303 (5th)
2021-22 NBA 1221 (17th)
2024-25 NBA 1270 (14th)
Active 30583 (1st)
Career 30583 (1st)
Career NBA 30583 (1st)
Career Playoffs 5984 (1st)
Career NBA Playoffs 5984 (1st)
Career (Reg+Playoffs) 36567 (1st)
Career NBA (Reg+Playoffs) 36567 (1st)
