"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Lg')","('Per 36 Minutes', 'FG')","('Per 36 Minutes', 'FGA')","('Per 36 Minutes', '3P')","('Per 36 Minutes', '3PA')","('Per 36 Minutes', 'FT')","('Per 36 Minutes', 'FTA')","('Per 36 Minutes', 'ORB')","('Per 36 Minutes', 'TRB')","('Per 36 Minutes', 'AST')","('Per 36 Minutes', 'STL')","('Per 36 Minutes', 'BLK')","('Per 36 Minutes', 'TOV')","('Per 36 Minutes', 'PF')","('Per 36 Minutes', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Unnamed: 20_level_0', 'WS/48')"
2025-26,41,NBA,9.4,18.6,2.1,5.8,3.9,5.1,1.0,7.6,8.0,1.1,0.6,3.7,1.5,24.8,0.505,0.368,0.761,0.158
