"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2003-04,19.0,CLE,NBA,54:41,15.0,29.0,5.0,10.0,15.0,27.0,16.0,18.0,5.0,14.0,16.0,13.0,6.0,5.0,8.0,5.0,41.0,39.0
2004-05,20.0,CLE,NBA,53:00,18.0,36.0,7.0,13.0,15.0,28.0,15.0,22.0,5.0,17.0,18.0,15.0,7.0,3.0,10.0,6.0,56.0,42.9
2005-06,21.0,CLE,NBA,53:55,19.0,35.0,6.0,11.0,18.0,30.0,24.0,28.0,4.0,11.0,13.0,12.0,6.0,4.0,7.0,5.0,52.0,43.8
2006-07,22.0,CLE,NBA,53:10,17.0,31.0,4.0,9.0,16.0,28.0,19.0,23.0,4.0,15.0,17.0,12.0,4.0,3.0,9.0,6.0,41.0,33.8
2007-08,23.0,CLE,NBA,50:13,18.0,32.0,7.0,13.0,16.0,29.0,16.0,23.0,5.0,14.0,19.0,14.0,6.0,4.0,8.0,6.0,51.0,45.0
2008-09,24.0,CLE,NBA,46:59,17.0,33.0,8.0,11.0,15.0,26.0,16.0,22.0,6.0,11.0,15.0,14.0,5.0,4.0,8.0,4.0,55.0,43.4
2009-10,25.0,CLE,NBA,47:00,17.0,33.0,6.0,12.0,14.0,26.0,17.0,22.0,4.0,13.0,16.0,15.0,5.0,4.0,8.0,4.0,48.0,44.7
2010-11,26.0,MIA,NBA,46:44,17.0,30.0,5.0,10.0,14.0,26.0,17.0,22.0,3.0,11.0,13.0,14.0,6.0,3.0,9.0,5.0,51.0,46.7
2011-12,27.0,MIA,NBA,47:18,16.0,27.0,4.0,7.0,16.0,25.0,15.0,19.0,7.0,12.0,13.0,13.0,5.0,3.0,8.0,5.0,41.0,40.6
2012-13,28.0,MIA,NBA,51:56,17.0,31.0,7.0,10.0,16.0,25.0,15.0,16.0,7.0,12.0,16.0,16.0,6.0,4.0,7.0,5.0,40.0,44.2
2013-14,29.0,MIA,NBA,49:22,22.0,33.0,8.0,10.0,14.0,23.0,14.0,15.0,4.0,13.0,14.0,13.0,6.0,3.0,8.0,6.0,61.0,48.8
2014-15,30.0,CLE,NBA,43:43,17.0,35.0,4.0,12.0,15.0,27.0,14.0,21.0,3.0,11.0,11.0,14.0,5.0,3.0,9.0,5.0,42.0,33.1
2015-16,31.0,CLE,NBA,45:03,15.0,29.0,5.0,11.0,14.0,24.0,12.0,17.0,6.0,13.0,16.0,13.0,4.0,3.0,9.0,4.0,37.0,34.8
2016-17,32.0,CLE,NBA,51:39,17.0,29.0,6.0,11.0,14.0,19.0,14.0,16.0,5.0,14.0,17.0,17.0,4.0,3.0,8.0,6.0,44.0,40.0
2017-18,33.0,CLE,NBA,48:19,23.0,34.0,6.0,11.0,21.0,30.0,13.0,15.0,5.0,15.0,16.0,19.0,6.0,4.0,11.0,4.0,57.0,53.2
2018-19,34.0,LAL,NBA,43:03,19.0,31.0,6.0,10.0,13.0,23.0,13.0,15.0,4.0,13.0,14.0,16.0,4.0,3.0,8.0,4.0,51.0,44.3
2019-20,35.0,LAL,NBA,42:32,17.0,29.0,6.0,12.0,14.0,22.0,12.0,15.0,3.0,14.0,16.0,19.0,5.0,3.0,8.0,5.0,40.0,40.8
2020-21,36.0,LAL,NBA,46:29,19.0,29.0,7.0,11.0,13.0,20.0,9.0,14.0,3.0,14.0,14.0,13.0,4.0,3.0,8.0,4.0,46.0,41.6
2021-22,37.0,LAL,NBA,49:45,19.0,31.0,8.0,14.0,17.0,25.0,12.0,13.0,6.0,13.0,15.0,12.0,4.0,4.0,7.0,5.0,56.0,44.1
2022-23,38.0,LAL,NBA,46:45,18.0,30.0,9.0,14.0,16.0,22.0,12.0,15.0,6.0,13.0,17.0,11.0,4.0,2.0,9.0,4.0,48.0,44.5
2023-24,39.0,LAL,NBA,47:40,15.0,27.0,9.0,12.0,13.0,21.0,10.0,11.0,5.0,19.0,20.0,17.0,5.0,3.0,8.0,4.0,40.0,39.4
2024-25,40.0,LAL,NBA,43:53,15.0,28.0,7.0,11.0,12.0,24.0,10.0,11.0,5.0,16.0,17.0,16.0,4.0,3.0,11.0,4.0,42.0,38.7
Career,,,,54:41,23.0,36.0,9.0,14.0,21.0,30.0,24.0,28.0,7.0,19.0,20.0,19.0,7.0,5.0,11.0,6.0,61.0,53.2
,,,,,,,,,,,,,,,,,,,,,,
11 Seasons,,CLE,NBA,54:41,23.0,36.0,8.0,13.0,21.0,30.0,24.0,28.0,6.0,17.0,19.0,19.0,7.0,5.0,11.0,6.0,57.0,53.2
7 Seasons,,LAL,NBA,49:45,19.0,31.0,9.0,14.0,17.0,25.0,13.0,15.0,6.0,19.0,20.0,19.0,5.0,4.0,11.0,5.0,56.0,44.5
4 Seasons,,MIA,NBA,51:56,22.0,33.0,8.0,10.0,16.0,26.0,17.0,22.0,7.0,13.0,16.0,16.0,6.0,4.0,9.0,6.0,61.0,48.8
