0
2003-04 NBA 7.9 (12th)
2004-05 NBA 9.9 (2nd)
2005-06 NBA 11.1 (3rd)
2006-07 NBA 9.9 (3rd)
2007-08 NBA 10.6 (1st)
2008-09 NBA 9.7 (3rd)
2009-10 NBA 10.1 (1st)
2010-11 NBA 9.6 (1st)
2011-12 NBA 10.0 (1st)
2012-13 NBA 10.1 (1st)
2013-14 NBA 10.0 (2nd)
2014-15 NBA 9.0 (4th)
2015-16 NBA 9.7 (2nd)
2016-17 NBA 9.9 (3rd)
2017-18 NBA 10.5 (1st)
2019-20 NBA 9.6 (5th)
2023-24 NBA 9.6 (9th)
2024-25 NBA 9.3 (6th)
Active 9.9 (1st)
Career 9.9 (5th)
Career NBA 9.9 (6th)
Career Playoffs 10.2 (10th)
Career NBA Playoffs 10.2 (9th)
