"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2011-12,24,DAL,NBA,C,4.0,0.0,27.0,0.4,5.2,1.0,0.6,0.2,0.2,0.0,0.0,0.4,0.333,1.0,0.0,,0.5,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,26,DAL,NBA,C,6.0,0.0,90.0,0.833,6.9,1.0,0.444,0.278,0.167,0.111,0.0,0.833,1.0,0.8,0.667,0.5,0.8,0.222,4.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,29,MEM,NBA,PF,2.0,0.0,12.0,0.4,8.8,1.0,0.2,0.2,0.6,0.0,0.0,0.4,0.0,0.0,0.667,,1.0,0.0,0.0,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,12.0,0.0,129.0,0.679,7.0,1.0,0.429,0.25,0.25,0.071,0.0,0.679,0.75,0.714,0.571,0.5,0.789,0.143,4.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,882.0,0.679,7.0,1.0,0.429,0.25,0.25,0.071,0.0,0.679,0.75,0.714,0.571,0.5,0.789,0.143,27.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,10.0,0.0,117.0,0.739,6.0,1.0,0.478,0.261,0.174,0.087,0.0,0.739,0.818,0.833,0.5,0.5,0.765,0.174,4.0,0.0,0.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,2.0,0.0,12.0,0.4,8.8,1.0,0.2,0.2,0.6,0.0,0.0,0.4,0.0,0.0,0.667,,1.0,0.0,0.0,0.0,0.0,
