Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2001-02,23,HOU,NBA,SF,68,12,1110,111,289,.384,15,78,.192,96,211,.455,.410,18,28,.643,77,134,211,64,21,27,45,72,255,0,
2002-03,24,HOU,NBA,SF,49,0,632,82,176,.466,7,32,.219,75,144,.521,.486,11,14,.786,40,88,128,25,8,17,29,35,182,0,
2003-04,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2004-05,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2005-06,27,ORL,NBA,SF,22,0,192,16,49,.327,0,2,.000,16,47,.340,.327,3,3,1.000,6,32,38,4,6,5,7,19,35,0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,139,12,1934,209,514,.407,22,112,.196,187,402,.465,.428,32,45,.711,123,254,377,93,35,49,81,126,472,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,7,1141,123,303,.407,13,66,.196,110,237,.465,.428,19,27,.711,73,150,222,55,21,29,48,74,278,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),,117,12,1742,193,465,.415,22,110,.200,171,355,.482,.439,29,42,.690,117,222,339,89,29,44,74,107,437,0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,22,0,192,16,49,.327,0,2,.000,16,47,.340,.327,3,3,1.000,6,32,38,4,6,5,7,19,35,0,
