Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2017-18,20,MIA,NBA,C,69,19,1368,174,340,0.512,0,7,0.0,174,333,0.523,0.512,129,179,0.721,118,263,381,101,32,41,66,138,477,0,
2018-19,21,MIA,NBA,C,82,28,1913,280,486,0.576,3,15,0.2,277,471,0.588,0.579,166,226,0.735,165,432,597,184,71,65,121,203,729,0,
2019-20,22,MIA,NBA,PF,72,72,2417,440,790,0.557,2,14,0.143,438,776,0.564,0.558,264,382,0.691,176,559,735,368,82,93,204,182,1146,3,"DPOY-5,AS,DEF2"
2020-21,23,MIA,NBA,C,64,64,2143,456,800,0.57,2,8,0.25,454,792,0.573,0.571,283,354,0.799,142,431,573,346,75,66,169,145,1197,2,"DPOY-4,DEF2"
2021-22,24,MIA,NBA,C,56,56,1825,406,729,0.557,0,6,0.0,406,723,0.562,0.557,256,340,0.753,137,427,564,190,80,44,148,171,1068,0,"DPOY-4,DEF2"
2022-23,25,MIA,NBA,C,75,75,2598,602,1114,0.54,1,12,0.083,601,1102,0.545,0.541,324,402,0.806,184,504,688,240,88,61,187,208,1529,0,"DPOY-5,AS,DEF2"
2023-24,26,MIA,NBA,C,71,71,2416,530,1017,0.521,15,42,0.357,515,975,0.528,0.529,292,387,0.755,159,578,737,278,81,66,162,159,1367,2,"DPOY-3,AS,DEF1"
2024-25,27,MIA,NBA,C,78,78,2674,540,1113,0.485,79,221,0.357,461,892,0.517,0.521,251,328,0.765,185,564,749,337,98,53,161,162,1410,1,DPOY-10
2025-26,28,MIA,NBA,C,9,9,272,63,137,0.46,19,51,0.373,44,86,0.512,0.529,34,39,0.872,9,63,72,26,9,4,17,14,179,0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,576,472,17626,3491,6526,0.535,121,376,0.322,3370,6150,0.548,0.544,1999,2637,0.758,1275,3821,5096,2070,616,493,1235,1382,9102,8,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,67,2509,497,929,0.535,17,54,0.322,480,876,0.548,0.544,285,375,0.758,182,544,725,295,88,70,176,197,1296,1,
