Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2015-16,22,LAC,NBA,PF,6,0,29,2,5,0.4,0,0,2,5,0.4,0.4,1,1,1.0,2,2,4,0,0,1,0,2,5,0,
1 Yr,1 Yr,1 Yr,1 Yr,,6,0,29,2,5,0.4,0,0,2,5,0.4,0.4,1,1,1.0,2,2,4,0,0,1,0,2,5,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,396,27,68,0.4,0,0,27,68,0.4,0.4,14,14,1.0,27,27,55,0,0,14,0,27,68,0,
