"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2011-12,19.0,MICHIGAN,34,1227,177,409,57,164,93,125,22,118,156,31,13,94,53,504,0.433,0.348,0.744,36.1,14.8,3.5,4.6
2012-13,20.0,MICHIGAN,39,1378,259,560,76,198,133,166,21,124,260,62,20,86,73,727,0.463,0.384,0.801,35.3,18.6,3.2,6.7
Career,,,73,2605,436,969,133,362,226,291,43,242,416,93,33,180,126,1231,0.45,0.367,0.777,35.7,16.9,3.3,5.7
