Season,Team,Lg,Salary
2013-14,Utah Jazz,NBA,"$2,438,760"
2014-15,Utah Jazz,NBA,"$2,548,560"
2015-16,Utah Jazz,NBA,"$2,658,240"
2016-17,Washington Wizards,NBA,"$3,386,598"
2017-18,New York Knicks,NBA,"$784,160"
2018-19,Dallas Mavericks,NBA,"$1,795,015"
2019-20,Philadelphia 76ers,NBA,"$2,028,594"
2019-20,Dallas Mavericks,NBA,"$229,220"
2020-21,Dallas Mavericks,NBA,"$3,000,000"
2021-22,Dallas Mavericks,NBA,"$3,150,000"
2022-23,Oklahoma City Thunder,NBA,"$3,423,750"
Career,(may be incomplete),,"$25,442,897"
