Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2020-21,22,WAS,NBA,PG,1,0,5,1,3,0.333,0,1,0.0,1,2,0.5,0.333,0,0,1,1,2,1,0,0,2,1,2,0,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,5,1,3,0.333,0,1,0.0,1,2,0.5,0.333,0,0,1,1,2,1,0,0,2,1,2,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,410,82,246,0.333,0,82,0.0,82,164,0.5,0.333,0,0,82,82,164,82,0,0,164,82,164,0,
