"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2002-03,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2003-04,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2004-05,21,NJN,NBA,EC1,MIA,L (0-4),4,38.8,18.3,7.5,1.8,0.3,0.5,27,48,.563,0,0,27,48,.563,.563,19,24,.792,10,20,30,7,1,2,6,20,73,
2005-06,22,NJN,NBA,EC1,IND,W (4-2),6,34.3,18.0,7.2,0.8,0.7,0.8,43,78,.551,0,0,43,78,.551,.551,22,29,.759,17,26,43,5,4,5,11,27,108,
2005-06,22,NJN,NBA,ECS,MIA,L (1-4),5,32.0,10.8,6.4,0.6,0.2,1.0,22,51,.431,0,0,22,51,.431,.431,10,16,.625,8,24,32,3,1,5,11,19,54,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,26,OKC,NBA,WC1,LAL,L (2-4),6,21.5,7.2,5.8,0.7,0.5,0.7,15,37,.405,0,0,15,37,.405,.405,13,14,.929,15,20,35,4,3,4,5,15,43,
2010-11,27,BOS,NBA,EC1,NYK,W (4-0),4,5.8,1.0,2.0,0.5,0.0,0.5,2,3,.667,0,0,2,3,.667,.667,0,0,,4,4,8,2,0,2,3,3,4,
2010-11,27,BOS,NBA,ECS,MIA,L (1-4),3,11.0,2.7,1.3,0.0,0.0,0.7,3,5,.600,0,0,3,5,.600,.600,2,3,.667,1,3,4,0,0,2,0,5,8,
4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),2-4,28,25.2,10.4,5.4,0.8,0.3,0.7,112,222,.505,0,0,112,222,.505,.505,66,86,.767,55,97,152,21,9,20,36,89,290,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),0-1,6,21.5,7.2,5.8,0.7,0.5,0.7,15,37,.405,0,0,15,37,.405,.405,13,14,.929,15,20,35,4,3,4,5,15,43,
EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),2-1,14,27.4,13.2,5.8,1.0,0.4,0.6,72,129,.558,0,0,72,129,.558,.558,41,53,.774,31,50,81,14,5,9,20,50,185,
ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),0-2,8,24.1,7.8,4.5,0.4,0.1,0.9,25,56,.446,0,0,25,56,.446,.446,12,19,.632,9,27,36,3,1,7,11,24,62,
