Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2000-01,21,MIL,NBA,C,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,116.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03,23,MIL,NBA,C,4.0,3.0,33.0,1.6,1.6,1.0,0.0,0.0,1.6,1.6,1.0,1.0,0.0,0.0,,3.2,12.8,16.0,1.6,0.0,3.2,1.6,17.6,3.2,128.0,106.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,29,POR,NBA,C,6.0,6.0,162.0,3.5,6.4,0.556,0.0,0.0,3.5,6.4,0.556,0.556,1.1,2.1,0.5,6.7,8.8,15.5,2.8,1.4,4.2,1.1,7.4,8.1,131.0,106.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,11.0,9.0,197.0,3.1,5.4,0.579,0.0,0.0,3.1,5.4,0.579,0.579,0.9,1.7,0.5,6.0,9.4,15.5,2.6,1.1,4.0,1.1,9.2,7.2,131.0,106.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),,5.0,3.0,35.0,1.5,1.5,1.0,0.0,0.0,1.5,1.5,1.0,1.0,0.0,0.0,,3.0,12.1,15.1,1.5,0.0,3.0,1.5,16.6,3.0,128.0,106.0,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,6.0,6.0,162.0,3.5,6.4,0.556,0.0,0.0,3.5,6.4,0.556,0.556,1.1,2.1,0.5,6.7,8.8,15.5,2.8,1.4,4.2,1.1,7.4,8.1,131.0,106.0,
