Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2000-01,21,MIL,NBA,C,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03,23,MIL,NBA,C,4.0,3.0,33.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,2.0,8.0,10.0,1.0,0.0,2.0,1.0,11.0,2.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,29,POR,NBA,C,6.0,6.0,162.0,10.0,18.0,0.556,0.0,0.0,10.0,18.0,0.556,0.556,3.0,6.0,0.5,19.0,25.0,44.0,8.0,4.0,12.0,3.0,21.0,23.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,11.0,9.0,197.0,11.0,19.0,0.579,0.0,0.0,11.0,19.0,0.579,0.579,3.0,6.0,0.5,21.0,33.0,54.0,9.0,4.0,14.0,4.0,32.0,25.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,67.0,1469.0,82.0,142.0,0.579,0.0,0.0,82.0,142.0,0.579,0.579,22.0,45.0,0.5,157.0,246.0,403.0,67.0,30.0,104.0,30.0,239.0,186.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),,5.0,3.0,35.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,2.0,8.0,10.0,1.0,0.0,2.0,1.0,11.0,2.0,0.0,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,6.0,6.0,162.0,10.0,18.0,0.556,0.0,0.0,10.0,18.0,0.556,0.556,3.0,6.0,0.5,19.0,25.0,44.0,8.0,4.0,12.0,3.0,21.0,23.0,0.0,
