Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,22.0,MIL,NBA,SF,1,1,22:53,14,17,0.824,0,1,0.0,2,2,1.0,3,6,1,3,1,0,0,30
2017-18,23.0,MIL,NBA,PF,1,1,26:34,6,14,0.429,0,2,0.0,4,6,0.667,4,7,2,0,0,2,2,16
2018-19,24.0,MIL,NBA,PF,1,1,27:09,17,23,0.739,2,6,0.333,2,2,1.0,4,11,5,1,0,3,2,38
2019-20,25.0,MIL,NBA,PF,1,1,30:45,12,21,0.571,1,4,0.25,0,2,0.0,4,11,4,1,3,1,4,25
2020-21,26.0,MIL,NBA,PF,1,1,19:00,16,16,1.0,3,3,1.0,0,0,,3,7,3,1,1,3,1,35
2021-22,27.0,MIL,NBA,PF,1,1,26:40,15,21,0.714,0,3,0.0,0,0,,5,12,6,3,1,1,3,30
2022-23,28.0,MIL,NBA,PF,1,1,0:20,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,1,2
2023-24,29.0,MIL,NBA,PF,1,1,23:25,11,16,0.688,0,3,0.0,1,2,0.5,4,7,1,0,0,0,0,23
Career,,,NBA,,8,8,177,92,129,0.713,6,22,0.273,9,14,0.643,27,61,22,9,6,10,13,199
