Season,Team,Lg,Salary
2014-15,Chicago Bulls,NBA,"$2,277,960"
2015-16,Chicago Bulls,NBA,"$2,380,440"
2016-17,Oklahoma City Thunder,NBA,"$2,483,040"
2017-18,Dallas Mavericks,NBA,"$3,294,994"
2018-19,Indiana Pacers,NBA,"$7,333,334"
2019-20,Indiana Pacers,NBA,"$7,333,334"
2020-21,Indiana Pacers,NBA,"$7,333,333"
2021-22,San Antonio Spurs,NBA,"$13,750,000"
2022-23,San Antonio Spurs,NBA,"$13,750,000"
2023-24,Indiana Pacers,NBA,"$13,750,000"
2024-25,Sacramento Kings,NBA,"$2,087,519"
Career,(may be incomplete),,"$75,773,954"
