"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2013-14,22,LAC,NBA,SF,2.0,0.0,5.0,1.0,1.0,,1.0,,1.0,0.0,0.0,220.0,205.0,,200.0,,185.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,24,DET,NBA,SF,2.0,0.0,22.0,0.833,1.0,0.667,1.0,,1.0,0.0,0.5,184.0,204.0,188.0,199.0,,185.0,0.0,176.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,29,NYK,NBA,SF,5.0,5.0,162.0,0.385,0.5,0.345,0.513,0.8,0.534,0.128,0.744,83.0,94.0,94.0,95.0,103.0,93.0,52.0,190.0,
2021-22,30,DAL,NBA,SF,18.0,18.0,707.0,0.404,0.45,0.397,0.576,0.889,0.598,0.119,0.868,88.0,84.0,112.0,108.0,115.0,106.0,48.0,217.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,27.0,23.0,896.0,0.416,0.529,0.393,0.579,0.87,0.599,0.117,0.827,91.0,101.0,110.0,109.0,112.0,106.0,47.0,209.0,
,,,,,,,,,,,,,,,,,,,,,,,,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,18.0,18.0,707.0,0.404,0.45,0.397,0.576,0.889,0.598,0.119,0.868,88.0,84.0,112.0,108.0,115.0,106.0,48.0,217.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,5.0,5.0,162.0,0.385,0.5,0.345,0.513,0.8,0.534,0.128,0.744,83.0,94.0,94.0,95.0,103.0,93.0,52.0,190.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,2.0,0.0,22.0,0.833,1.0,0.667,1.0,,1.0,0.0,0.5,184.0,204.0,188.0,199.0,,185.0,0.0,176.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,2.0,0.0,5.0,1.0,1.0,,1.0,,1.0,0.0,0.0,220.0,205.0,,200.0,,185.0,0.0,0.0,
