"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2013-14,22.0,LAC,NBA,4:33,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.4
2015-16,24.0,DET,NBA,12:18,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,8.0,7.0
2020-21,29.0,NYK,NBA,40:07,5.0,10.0,4.0,8.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,3.0,15.0,12.1
2021-22,30.0,DAL,NBA,45:40,7.0,15.0,6.0,11.0,2.0,4.0,3.0,3.0,3.0,6.0,7.0,4.0,3.0,1.0,2.0,6.0,21.0,15.8
Career,,,,45:40,7.0,15.0,6.0,11.0,3.0,4.0,3.0,3.0,3.0,6.0,7.0,4.0,3.0,1.0,2.0,6.0,21.0,15.8
,,,,,,,,,,,,,,,,,,,,,,
1 Season,,DAL,NBA,45:40,7.0,15.0,6.0,11.0,2.0,4.0,3.0,3.0,3.0,6.0,7.0,4.0,3.0,1.0,2.0,6.0,21.0,15.8
1 Season,,NYK,NBA,40:07,5.0,10.0,4.0,8.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,3.0,15.0,12.1
1 Season,,DET,NBA,12:18,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,8.0,7.0
1 Season,,LAC,NBA,4:33,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.4
