"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2011-12,23,ORL,NBA,SF,17,0,115,.480,.571,.000,.480,.474,.495,.760,.160,107,120,0,99,63,94,276,71,-0.4,-2.2,
2012-13,24,OKC,NBA,SG,39,1,290,.447,.500,.368,.521,.500,.528,.383,.404,99,104,103,105,66,99,142,166,2.3,-0.7,
2013-14,25,MIA,NBA,SG,1,0,1,1.000,1.000,,1.000,,1.000,.000,.000,220,205,,200,,185,0,0,1.0,0.9,
2014-15,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2015-16,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2016-17,28,2TM,NBA,SG,62,19,777,.387,.396,.370,.447,.625,.476,.282,.324,85,79,103,87,81,86,104,102,-18.9,-24.3,
2016-17,28,CLE,NBA,SG,61,19,752,.382,.385,.378,.445,.622,.473,.272,.331,84,76,106,87,81,86,101,105,-18.7,-24.2,
2016-17,28,DAL,NBA,SG,1,0,25,.500,.600,.000,.500,.667,.546,.500,.167,109,119,0,97,86,99,185,53,-0.2,-0.1,
2017-18,29,2TM,NBA,SG,58,4,724,.377,.396,.358,.467,.400,.467,.047,.500,82,78,99,90,52,84,19,148,-11.5,-19.3,
2017-18,29,MIL,NBA,SG,31,1,480,.338,.379,.306,.423,.400,.424,.077,.554,74,74,84,81,52,76,31,164,-12.8,-17.7,
2017-18,29,NOP,NBA,SG,27,3,244,.439,.417,.471,.537,,.537,.000,.415,95,82,130,103,,96,0,123,1.3,-1.6,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,177,24,1907,.402,.432,.352,.469,.549,.484,.255,.380,88,87,98,92,72,88,94,124,-27.5,-45.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,61,19,752,.382,.385,.378,.445,.622,.473,.272,.331,84,76,106,87,81,86,101,105,-18.7,-24.2,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,39,1,290,.447,.500,.368,.521,.500,.528,.383,.404,99,104,103,105,66,99,142,166,2.3,-0.7,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,31,1,480,.338,.379,.306,.423,.400,.424,.077,.554,74,74,84,81,52,76,31,164,-12.8,-17.7,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,27,3,244,.439,.417,.471,.537,,.537,.000,.415,95,82,130,103,,96,0,123,1.3,-1.6,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,17,0,115,.480,.571,.000,.480,.474,.495,.760,.160,107,120,0,99,63,94,276,71,-0.4,-2.2,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,1,0,25,.500,.600,.000,.500,.667,.546,.500,.167,109,119,0,97,86,99,185,53,-0.2,-0.1,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,1,0,1,1.000,1.000,,1.000,,1.000,.000,.000,220,205,,200,,185,0,0,1.0,0.9,
