Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2002-03,21,ORL,NBA,C,7.0,0.0,40.0,3.0,10.0,0.3,0.0,0.0,3.0,10.0,0.3,0.3,0.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,3.0,1.0,10.0,6.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05,23,PHO,NBA,C,15.0,0.0,213.0,24.0,43.0,0.558,0.0,0.0,24.0,43.0,0.558,0.558,12.0,20.0,0.6,17.0,21.0,38.0,3.0,1.0,18.0,8.0,25.0,60.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,26,DEN,NBA,C,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,24.0,0.0,258.0,27.0,54.0,0.5,0.0,0.0,27.0,54.0,0.5,0.5,12.0,23.0,0.522,18.0,25.0,43.0,4.0,1.0,21.0,9.0,35.0,66.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,882.0,92.0,185.0,0.5,0.0,0.0,92.0,185.0,0.5,0.5,41.0,79.0,0.522,62.0,85.0,147.0,14.0,3.0,72.0,31.0,120.0,226.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,15.0,0.0,213.0,24.0,43.0,0.558,0.0,0.0,24.0,43.0,0.558,0.558,12.0,20.0,0.6,17.0,21.0,38.0,3.0,1.0,18.0,8.0,25.0,60.0,0.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,7.0,0.0,40.0,3.0,10.0,0.3,0.0,0.0,3.0,10.0,0.3,0.3,0.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,3.0,1.0,10.0,6.0,0.0,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
