"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2004-05,22.0,CHI,NBA,34:02,3.0,9.0,2.0,6.0,2.0,4.0,4.0,5.0,3.0,8.0,10.0,7.0,2.0,0.0,3.0,3.0,12.0,10.6
2005-06,23.0,CHI,NBA,25:53,2.0,5.0,2.0,5.0,1.0,3.0,3.0,4.0,1.0,6.0,6.0,3.0,2.0,0.0,2.0,5.0,7.0,9.2
2006-07,24.0,CHI,NBA,30:59,3.0,7.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0,5.0,6.0,6.0,1.0,1.0,2.0,2.0,8.0,7.6
2010-11,28.0,ORL,NBA,3:54,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
2011-12,29.0,ORL,NBA,16:14,1.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.2
2012-13,30.0,LAL,NBA,42:50,4.0,10.0,3.0,7.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,7.0,2.0,1.0,4.0,2.0,11.0,7.0
Career,,,,42:50,4.0,10.0,3.0,7.0,2.0,4.0,4.0,5.0,3.0,8.0,10.0,7.0,3.0,1.0,4.0,5.0,12.0,10.6
,,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,CHI,NBA,34:02,3.0,9.0,2.0,6.0,2.0,4.0,4.0,5.0,3.0,8.0,10.0,7.0,2.0,1.0,3.0,5.0,12.0,10.6
2 Seasons,,ORL,NBA,16:14,1.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,5.0,4.0
1 Season,,LAL,NBA,42:50,4.0,10.0,3.0,7.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,7.0,2.0,1.0,4.0,2.0,11.0,7.0
