Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2020-21,23,ATL,NBA,SG,7,0,17,4,5,0.8,0,0,4,5,0.8,0.8,0,0,0,2,2,1,2,0,1,1,8,0,
2021-22,24,ATL,NBA,SG,2,0,9,1,1,1.0,0,0,1,1,1.0,1.0,0,0,0,1,1,1,1,0,0,1,2,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,9,0,26,5,6,0.833,0,0,5,6,0.833,0.833,0,0,0,3,3,2,3,0,1,2,10,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,237,46,55,0.833,0,0,46,55,0.833,0.833,0,0,0,27,27,18,27,0,9,18,91,0,
