Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2015-16,22,MIA,NBA,SG,14.0,0.0,387.0,4.5,12.2,0.371,2.3,6.3,0.37,2.2,5.9,0.372,0.466,1.4,1.9,0.714,1.4,5.5,6.9,3.0,0.8,1.8,1.7,5.1,12.8,102.0,103.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,24,MIA,NBA,SF,5.0,5.0,130.0,5.5,14.7,0.375,2.2,7.0,0.316,3.3,7.7,0.429,0.45,2.2,2.6,0.857,1.5,4.0,5.5,5.1,4.0,1.8,1.8,6.2,15.4,103.0,110.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,26,PHI,NBA,SG,4.0,4.0,144.0,7.0,19.6,0.357,3.5,9.8,0.357,3.5,9.8,0.357,0.446,5.9,6.3,0.944,1.4,3.8,5.2,4.5,0.7,0.7,2.8,4.2,23.4,108.0,121.0,
2020-21,27,DAL,NBA,SG,7.0,0.0,94.0,6.1,15.6,0.393,1.7,5.6,0.3,4.5,10.0,0.444,0.446,5.0,5.0,1.0,1.7,4.5,6.1,2.8,1.1,0.0,3.3,4.5,18.9,102.0,124.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,30.0,9.0,755.0,5.4,14.5,0.371,2.5,7.0,0.35,2.9,7.5,0.391,0.455,2.9,3.3,0.875,1.4,4.8,6.2,3.7,1.4,1.4,2.1,5.1,16.1,103.0,110.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIA (2 Yrs),MIA (2 Yrs),MIA (2 Yrs),MIA (2 Yrs),,19.0,5.0,517.0,4.8,12.9,0.372,2.3,6.5,0.354,2.5,6.4,0.391,0.461,1.6,2.1,0.762,1.4,5.1,6.5,3.6,1.7,1.8,1.7,5.4,13.5,102.0,105.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,7.0,0.0,94.0,6.1,15.6,0.393,1.7,5.6,0.3,4.5,10.0,0.444,0.446,5.0,5.0,1.0,1.7,4.5,6.1,2.8,1.1,0.0,3.3,4.5,18.9,102.0,124.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,4.0,4.0,144.0,7.0,19.6,0.357,3.5,9.8,0.357,3.5,9.8,0.357,0.446,5.9,6.3,0.944,1.4,3.8,5.2,4.5,0.7,0.7,2.8,4.2,23.4,108.0,121.0,
