Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2005-06,24,NJN,NBA,PG,2,0,32,3.3,5.0,0.667,0.0,0.0,3.3,5.0,0.667,0.667,0.0,0.0,1.7,5.0,6.7,11.7,0.0,0.0,6.7,6.7,6.7,88,108,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,32,3.3,5.0,0.667,0.0,0.0,3.3,5.0,0.667,0.667,0.0,0.0,1.7,5.0,6.7,11.7,0.0,0.0,6.7,6.7,6.7,88,108,
