Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2005-06,24,NJN,NBA,PG,2,0,32,2,3,0.667,0,0,2,3,0.667,0.667,0,0,1,3,4,7,0,0,4,4,4,0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,32,2,3,0.667,0,0,2,3,0.667,0.667,0,0,1,3,4,7,0,0,4,4,4,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,1312,82,123,0.667,0,0,82,123,0.667,0.667,0,0,41,123,164,287,0,0,164,164,164,0,
