Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2005-06,24,NJN,NBA,PG,2,0,32,2.3,3.4,0.667,0.0,0.0,2.3,3.4,0.667,0.667,0.0,0.0,1.1,3.4,4.5,7.9,0.0,0.0,4.5,4.5,4.5,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,32,2.3,3.4,0.667,0.0,0.0,2.3,3.4,0.667,0.667,0.0,0.0,1.1,3.4,4.5,7.9,0.0,0.0,4.5,4.5,4.5,
