Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2020-21,23,ATL,NBA,SG,33.0,0.0,269.0,16.8,0.569,0.408,0.255,4.2,10.0,7.1,16.4,2.6,0.7,7.6,19.1,0.5,0.3,0.8,0.14,1.2,0.7,1.9,0.3,
2021-22,24,ATL,NBA,SG,28.0,5.0,220.0,11.7,0.589,0.391,0.141,2.5,9.9,6.2,10.8,1.6,0.0,12.8,15.5,0.2,0.1,0.3,0.061,-1.2,-0.8,-2.0,0.0,
2022-23,25,POR,NBA,PG,6.0,6.0,189.0,19.4,0.624,0.382,0.191,1.2,10.4,5.8,40.0,1.5,0.5,11.9,19.3,0.6,0.1,0.7,0.171,2.1,-2.1,0.0,0.1,
2023-24,26,2TM,NBA,SG,38.0,5.0,433.0,12.0,0.466,0.34,0.107,2.5,8.9,5.6,29.1,2.4,0.8,10.7,18.4,0.1,0.3,0.4,0.044,-2.1,0.1,-2.0,0.0,
2023-24,26,POR,NBA,PG,21.0,5.0,356.0,11.9,0.457,0.355,0.123,2.7,9.4,5.8,31.8,1.9,0.8,11.0,19.5,0.0,0.2,0.3,0.034,-1.8,-0.5,-2.3,0.0,
2023-24,26,LAL,NBA,SG,17.0,0.0,77.0,12.3,0.524,0.238,0.0,1.5,6.9,4.3,16.8,4.3,1.1,8.7,12.9,0.0,0.1,0.1,0.092,-3.5,2.9,-0.6,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,105.0,16.0,1111.0,14.4,0.541,0.373,0.165,2.7,9.6,6.1,24.3,2.1,0.6,10.5,18.1,1.4,0.8,2.1,0.092,-0.4,-0.3,-0.7,0.4,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,12.0,868.0,14.4,0.541,0.373,0.165,2.7,9.6,6.1,24.3,2.1,0.6,10.5,18.1,1.1,0.6,1.7,0.092,-0.4,-0.3,-0.7,0.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),,61.0,5.0,489.0,14.5,0.576,0.401,0.21,3.4,9.9,6.7,13.9,2.1,0.4,9.7,17.5,0.7,0.3,1.1,0.104,0.1,0.0,0.1,0.3,
POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),,27.0,11.0,545.0,14.5,0.513,0.364,0.146,2.2,9.7,5.8,34.7,1.8,0.7,11.3,19.4,0.6,0.3,0.9,0.081,-0.4,-1.0,-1.5,0.1,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,17.0,0.0,77.0,12.3,0.524,0.238,0.0,1.5,6.9,4.3,16.8,4.3,1.1,8.7,12.9,0.0,0.1,0.1,0.092,-3.5,2.9,-0.6,0.0,
