Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2020-21,23,ATL,NBA,SG,7,0,2.4,0.6,0.7,0.8,0.0,0.0,0.6,0.7,0.8,0.8,0.0,0.0,0.0,0.3,0.3,0.1,0.3,0.0,0.1,0.1,1.1,
2021-22,24,ATL,NBA,SG,2,0,4.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,9,0,2.9,0.6,0.7,0.833,0.0,0.0,0.6,0.7,0.833,0.833,0.0,0.0,0.0,0.3,0.3,0.2,0.3,0.0,0.1,0.2,1.1,
