"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2021-22,18.0,MICHIGAN,28,298,30,79,8,36,17,22,9,32,8,11,3,15,24,85,0.38,0.222,0.773,10.6,3.0,1.1,0.3
2022-23,19.0,MICHIGAN,33,1121,173,359,43,121,73,86,25,149,96,43,23,64,80,462,0.482,0.355,0.849,34.0,14.0,4.5,2.9
Career,,,61,1419,203,438,51,157,90,108,34,181,104,54,26,79,104,547,0.463,0.325,0.833,23.3,9.0,3.0,1.7
