Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2018-19,20,MIN,NBA,SG,74.0,52.0,1757.0,4.0,10.4,0.386,1.2,4.4,0.279,2.8,6.0,0.464,0.445,2.4,3.3,0.728,0.8,3.6,4.5,1.9,1.8,0.7,1.3,3.4,11.7,ROY-8
2019-20,21,MIN,NBA,SG,62.0,28.0,1547.0,4.0,9.3,0.427,1.0,3.6,0.266,3.0,5.7,0.529,0.479,3.5,4.4,0.796,2.0,4.2,6.2,2.3,1.6,0.6,2.0,3.2,12.4,
2020-21,22,MIN,NBA,SG,59.0,37.0,1197.0,3.1,7.6,0.402,0.9,3.2,0.269,2.2,4.4,0.5,0.459,2.5,3.2,0.769,1.9,2.8,4.7,1.9,1.6,0.8,1.3,3.7,9.5,
2021-22,23,MIN,NBA,SG,49.0,6.0,516.0,2.9,7.3,0.404,1.0,3.3,0.298,2.0,4.0,0.491,0.471,2.4,3.6,0.686,2.0,2.9,4.9,1.7,1.8,0.8,1.6,3.7,9.3,
2022-23,24,PHO,NBA,SG,72.0,26.0,1350.0,4.3,11.0,0.391,1.8,5.3,0.335,2.6,5.8,0.442,0.471,3.7,5.1,0.724,2.9,3.8,6.7,2.8,1.5,0.9,1.7,3.0,14.1,
2023-24,25,PHO,NBA,SG,60.0,11.0,960.0,3.2,7.7,0.417,1.1,3.5,0.309,2.1,4.2,0.509,0.488,2.8,3.8,0.745,2.8,3.0,5.8,2.4,1.8,0.9,1.4,2.5,10.4,
2024-25,26,2TM,NBA,SG,40.0,7.0,625.0,5.4,12.2,0.443,1.8,5.3,0.348,3.6,6.9,0.517,0.519,3.6,4.9,0.741,2.6,3.9,6.5,1.9,2.8,1.0,1.8,2.7,16.3,
2024-25,26,PHO,NBA,SG,25.0,1.0,351.0,5.7,11.7,0.491,1.6,4.3,0.381,4.1,7.4,0.556,0.561,2.3,3.3,0.688,3.3,4.1,7.4,1.4,2.2,1.0,1.6,2.9,15.4,
2024-25,26,CHO,NBA,SG,15.0,6.0,274.0,5.0,12.9,0.388,2.1,6.6,0.32,2.9,6.3,0.458,0.469,5.4,7.0,0.774,1.7,3.7,5.4,2.5,3.5,1.1,2.0,2.5,17.5,
2025-26,27,HOU,NBA,SG,13.0,10.0,279.0,4.0,8.4,0.477,2.1,4.6,0.444,1.9,3.7,0.517,0.6,2.3,2.8,0.818,1.5,2.1,3.6,1.9,2.5,0.3,0.9,3.2,12.4,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,429.0,177.0,8231.0,3.9,9.5,0.409,1.3,4.1,0.304,2.6,5.3,0.489,0.475,3.0,4.0,0.749,2.0,3.5,5.5,2.2,1.8,0.8,1.5,3.2,12.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN (4 Yrs),MIN (4 Yrs),MIN (4 Yrs),MIN (4 Yrs),,244.0,123.0,5017.0,3.7,9.1,0.403,1.0,3.8,0.275,2.6,5.3,0.495,0.46,2.8,3.7,0.758,1.6,3.5,5.1,2.0,1.7,0.7,1.5,3.5,11.1,
PHO (3 Yrs),PHO (3 Yrs),PHO (3 Yrs),PHO (3 Yrs),,157.0,38.0,2661.0,4.1,9.9,0.414,1.5,4.5,0.333,2.6,5.4,0.481,0.49,3.2,4.4,0.727,2.9,3.5,6.5,2.5,1.7,0.9,1.6,2.8,12.9,
CHO (1 Yr),CHO (1 Yr),CHO (1 Yr),CHO (1 Yr),,15.0,6.0,274.0,5.0,12.9,0.388,2.1,6.6,0.32,2.9,6.3,0.458,0.469,5.4,7.0,0.774,1.7,3.7,5.4,2.5,3.5,1.1,2.0,2.5,17.5,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,13.0,10.0,279.0,4.0,8.4,0.477,2.1,4.6,0.444,1.9,3.7,0.517,0.6,2.3,2.8,0.818,1.5,2.1,3.6,1.9,2.5,0.3,0.9,3.2,12.4,
