Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2007-08,27.0,NOH,NBA,PF,1,0,16:16,3,6,0.5,0,0,,0,0,,2,4,1,0,0,1,1,6
2008-09,28.0,NOH,NBA,PF,1,0,14:09,3,5,0.6,0,0,,0,0,,1,3,0,1,0,0,2,6
Career,,,NBA,,2,0,30,6,11,0.545,0,0,,0,0,,3,7,1,1,0,1,3,12
