Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2008-09,20,MIN,NBA,C,81,37,2048,8.1,17.6,.459,0.1,0.5,.105,8.0,17.1,.469,.461,6.8,8.6,.789,7.0,11.8,18.8,2.1,0.9,1.3,3.0,5.2,23.0,112,109,ROY-6
2009-10,21,MIN,NBA,PF,60,22,1714,8.5,18.8,.450,1.0,3.1,.330,7.5,15.7,.474,.478,6.6,8.0,.815,6.6,12.6,19.2,4.0,1.3,0.7,3.4,4.0,24.5,113,109,6MOY-11
2010-11,22,MIN,NBA,PF,73,73,2611,9.2,19.6,.470,1.7,4.0,.417,7.5,15.5,.483,.513,8.1,9.5,.850,6.3,14.9,21.2,3.5,0.9,0.5,3.0,2.8,28.1,123,108,"MIP-1,AS"
2011-12,23,MIN,NBA,PF,55,55,2145,11.4,25.4,.448,2.5,6.8,.372,8.8,18.6,.475,.497,9.1,11.0,.824,5.4,12.2,17.6,2.7,1.1,0.7,3.1,3.6,34.3,117,104,"MVP-6,AS,NBA2"
2012-13,24,MIN,NBA,PF,18,18,618,8.8,24.9,.352,1.7,7.7,.217,7.1,17.2,.413,.386,8.4,11.9,.704,5.4,15.7,21.1,3.5,1.1,0.8,3.3,2.8,27.6,99,102,
2013-14,25,MIN,NBA,PF,77,77,2797,11.5,25.1,.457,3.4,8.9,.376,8.1,16.2,.502,.524,9.2,11.2,.821,3.9,13.0,17.0,6.0,1.0,0.6,3.5,2.4,35.4,120,104,"MVP-11,AS,NBA2"
2014-15,26,CLE,NBA,PF,75,75,2532,8.5,19.5,.434,3.0,8.0,.367,5.5,11.5,.480,.509,5.3,6.6,.804,2.9,12.1,15.0,3.4,1.0,0.8,2.5,2.9,25.2,115,105,
2015-16,27,CLE,NBA,PF,77,77,2424,8.7,20.7,.419,3.4,9.3,.360,5.3,11.4,.467,.499,5.5,6.7,.822,3.2,13.0,16.2,3.9,1.2,0.9,3.0,3.4,26.2,112,102,
2016-17,28,CLE,NBA,PF,60,60,1885,9.8,23.0,.427,3.8,10.3,.373,6.0,12.7,.471,.510,6.8,7.8,.871,3.9,13.7,17.6,3.1,1.4,0.6,3.2,3.3,30.2,114,107,AS
2017-18,29,CLE,NBA,C,59,59,1651,9.9,21.6,.458,4.1,9.8,.415,5.8,11.8,.494,.552,6.9,7.9,.880,3.0,13.2,16.2,3.1,1.3,0.7,2.7,3.6,30.8,120,109,AS
2018-19,30,CLE,NBA,PF,22,21,598,9.1,23.5,.385,4.4,12.2,.361,4.7,11.3,.412,.479,8.6,9.5,.904,2.7,17.1,19.9,4.0,0.5,0.4,3.5,4.5,31.1,112,114,
2019-20,31,CLE,NBA,PF,56,56,1780,8.9,19.9,.450,4.0,10.7,.374,4.9,9.2,.537,.550,5.1,6.0,.854,1.5,13.5,15.0,4.9,0.9,0.5,3.8,2.5,27.0,112,113,
2020-21,32,CLE,NBA,PF,25,25,622,8.2,20.0,.409,4.5,12.4,.365,3.6,7.6,.479,.522,3.3,4.0,.824,1.3,13.4,14.7,5.0,1.3,0.2,3.0,2.1,24.2,108,113,
2021-22,33,CLE,NBA,C,74,4,1665,9.8,22.8,.430,5.6,14.3,.392,4.2,8.5,.493,.553,5.0,5.9,.838,2.6,13.5,16.1,4.8,0.8,0.5,2.9,3.0,30.2,117,108,6MOY-2
2022-23,34,2TM,NBA,PF,62,20,1240,6.7,17.1,.389,4.0,11.9,.334,2.7,5.2,.516,.506,3.2,3.7,.879,2.4,13.7,16.1,4.7,0.6,0.5,2.8,3.9,20.5,110,110,
2022-23,34,CLE,NBA,PF,41,3,821,6.8,17.4,.389,4.2,11.9,.354,2.6,5.5,.467,.511,3.4,3.8,.889,2.6,14.5,17.1,4.6,0.4,0.4,2.9,4.0,21.2,111,109,
2022-23,34,MIA,NBA,PF,21,17,419,6.4,16.5,.388,3.6,12.0,.297,2.9,4.5,.632,.496,2.9,3.3,.857,2.0,12.1,14.2,4.8,1.1,0.6,2.7,3.8,19.3,107,112,
2023-24,35,MIA,NBA,PF,55,5,924,8.5,19.4,.440,4.5,13.2,.344,4.0,6.2,.643,.557,4.6,5.8,.787,3.2,15.1,18.2,6.2,1.0,0.5,2.6,5.2,26.2,121,109,
2024-25,36,MIA,NBA,PF,23,9,251,8.1,22.9,.357,4.8,13.3,.358,3.4,9.5,.354,.461,3.2,4.6,.696,4.4,14.3,18.7,4.4,3.0,0.8,2.8,4.2,24.2,103,106,
2025-26,37,UTA,NBA,PF,8,0,112,3.8,11.4,.333,2.5,9.7,.261,1.3,1.7,.750,.444,4.2,5.1,.833,2.5,11.8,14.4,7.6,0.0,1.3,3.0,4.2,14.4,115,120,
,,,,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
18 Yrs,18 Yrs,18 Yrs,18 Yrs,,960,693,27617,9.3,21.2,.438,3.1,8.3,.368,6.2,12.8,.483,.510,6.6,7.9,.828,4.0,13.3,17.4,4.0,1.1,0.7,3.1,3.4,28.2,115,107,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE (9 Yrs),CLE (9 Yrs),CLE (9 Yrs),CLE (9 Yrs),,489,380,13978,9.0,21.0,.429,3.9,10.5,.376,5.1,10.5,.482,.523,5.6,6.6,.848,2.8,13.4,16.1,3.9,1.1,0.6,3.0,3.2,27.5,114,108,
MIN (6 Yrs),MIN (6 Yrs),MIN (6 Yrs),MIN (6 Yrs),,364,282,11933,9.8,21.8,.451,1.9,5.1,.362,8.0,16.6,.479,.494,8.1,9.9,.815,5.7,13.2,18.9,3.8,1.0,0.7,3.2,3.4,29.6,117,106,
MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),,99,31,1594,7.9,19.2,.413,4.3,12.9,.335,3.6,6.3,.572,.525,3.9,5.0,.786,3.1,14.2,17.2,5.5,1.3,0.6,2.7,4.7,24.1,115,109,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,8,0,112,3.8,11.4,.333,2.5,9.7,.261,1.3,1.7,.750,.444,4.2,5.1,.833,2.5,11.8,14.4,7.6,0.0,1.3,3.0,4.2,14.4,115,120,
