"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
1996-97,18.0,ARIZONAST,30,886,151,363,57,179,18,28,,84,108,59,8,39,66,377,0.416,0.318,0.643,29.5,12.6,2.8,3.6
1997-98,19.0,ARIZONAST,32,955,143,331,55,137,22,29,,96,93,64,6,43,80,363,0.432,0.401,0.759,29.8,11.3,3.0,2.9
1998-99,20.0,ARIZONAST,30,1106,206,477,65,167,91,115,,147,93,61,3,84,87,568,0.432,0.389,0.791,36.9,18.9,4.9,3.1
1999-00,21.0,ARIZONAST,32,1189,263,623,73,200,137,164,50.0,175,111,74,2,72,66,736,0.422,0.365,0.835,37.2,23.0,5.5,3.5
Career,,,124,4136,763,1794,250,683,268,336,50.0,502,405,258,19,238,299,2044,0.425,0.366,0.798,33.4,16.5,4.0,3.3
