"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2009-10,24,CHI,NBA,PF,5.0,5.0,145.0,0.421,10.2,1.0,0.263,0.184,0.289,0.263,0.0,0.421,0.6,0.286,0.364,0.4,,0.75,0.105,3.0,,0.0,0.0,
2010-11,25,CHI,NBA,PF,16.0,0.0,284.0,0.566,10.0,0.987,0.382,0.158,0.092,0.355,0.013,0.573,0.793,0.5,0.143,0.481,0.0,0.721,0.132,9.0,0.0,1.0,0.0,
2011-12,26,CHI,NBA,PF,6.0,0.0,137.0,0.457,8.1,1.0,0.391,0.174,0.217,0.217,0.0,0.457,0.667,0.125,0.4,0.4,,0.762,0.174,7.0,,0.0,0.0,
2012-13,27,CHI,NBA,PF,12.0,0.0,206.0,0.47,11.0,0.97,0.348,0.212,0.167,0.242,0.03,0.484,0.565,0.286,0.545,0.5,0.0,0.742,0.076,4.0,0.0,2.0,0.0,
2013-14,28,CHI,NBA,PF,5.0,0.0,154.0,0.561,5.8,1.0,0.544,0.228,0.105,0.123,0.0,0.561,0.677,0.385,0.833,0.143,,0.719,0.158,9.0,,0.0,0.0,
2014-15,29,CHI,NBA,PF,12.0,2.0,276.0,0.472,5.7,1.0,0.542,0.181,0.139,0.139,0.0,0.472,0.641,0.385,0.2,0.2,,0.765,0.236,14.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,31,OKC,NBA,PF,5.0,5.0,118.0,0.6,6.4,1.0,0.4,0.343,0.171,0.086,0.0,0.6,0.571,0.583,0.5,1.0,,0.714,0.114,4.0,,0.0,0.0,
2017-18,32,MIN,NBA,PF,5.0,5.0,123.0,0.636,5.0,1.0,0.591,0.182,0.136,0.091,0.0,0.636,0.769,0.75,0.333,0.0,,0.643,0.045,1.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,35,NYK,NBA,C,5.0,3.0,138.0,0.6,2.7,1.0,0.8,0.1,0.1,0.0,0.0,0.6,0.688,0.5,0.0,,,0.833,0.15,3.0,,0.0,0.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,71.0,20.0,1581.0,0.519,7.2,0.993,0.447,0.197,0.153,0.197,0.007,0.522,0.668,0.4,0.394,0.412,0.0,0.737,0.141,54.0,0.0,3.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,23.0,1826.0,0.519,7.2,0.993,0.447,0.197,0.153,0.197,0.007,0.522,0.668,0.4,0.394,0.412,0.0,0.737,0.141,62.0,0.0,3.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI (6 Yrs),CHI (6 Yrs),CHI (6 Yrs),CHI (6 Yrs),,56.0,7.0,1202.0,0.499,8.5,0.992,0.423,0.189,0.155,0.225,0.008,0.503,0.667,0.343,0.4,0.4,0.0,0.74,0.149,46.0,0.0,3.0,0.0,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,5.0,5.0,123.0,0.636,5.0,1.0,0.591,0.182,0.136,0.091,0.0,0.636,0.769,0.75,0.333,0.0,,0.643,0.045,1.0,,0.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,5.0,3.0,138.0,0.6,2.7,1.0,0.8,0.1,0.1,0.0,0.0,0.6,0.688,0.5,0.0,,,0.833,0.15,3.0,,0.0,0.0,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,5.0,5.0,118.0,0.6,6.4,1.0,0.4,0.343,0.171,0.086,0.0,0.6,0.571,0.583,0.5,1.0,,0.714,0.114,4.0,,0.0,0.0,
