"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2012-13,23,GSW,NBA,C,12.0,3.0,134.0,0.462,0.462,0.462,0.571,0.54,1.615,0.0,102.0,96.0,93.0,76.0,101.0,597.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,
2014-15,25,GSW,NBA,C,20.0,0.0,183.0,0.54,0.54,0.54,0.552,0.558,0.58,0.0,120.0,111.0,109.0,74.0,104.0,212.0,0.0,
2015-16,26,GSW,NBA,C,23.0,1.0,203.0,0.536,0.536,0.536,0.432,0.526,0.638,0.0,119.0,109.0,107.0,57.0,97.0,231.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,55.0,4.0,520.0,0.53,0.53,0.53,0.5,0.539,0.712,0.0,118.0,109.0,106.0,66.0,100.0,260.0,0.0,
