Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2003-04,23,NJN,NBA,SG,8,0,32,5.1,20.2,0.25,0.0,1.7,0.0,5.1,18.6,0.273,0.25,0.0,0.0,1.7,1.7,3.4,5.1,1.7,0.0,0.0,6.7,10.1,71,100,
1 Yr,1 Yr,1 Yr,1 Yr,,8,0,32,5.1,20.2,0.25,0.0,1.7,0.0,5.1,18.6,0.273,0.25,0.0,0.0,1.7,1.7,3.4,5.1,1.7,0.0,0.0,6.7,10.1,71,100,
