Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,26.0,CHO,NBA,PG,1,0,20:15,3,6,0.5,1,4,0.25,0,0,,1,3,6,1,0,0,0,7
2017-18,27.0,CHO,NBA,PG,1,0,14:09,5,10,0.5,1,5,0.2,0,0,,1,2,1,0,0,0,0,11
2018-19,28.0,CHO,NBA,PG,1,1,20:19,2,8,0.25,0,5,0.0,0,0,,0,1,8,1,0,0,0,4
2019-20,29.0,BOS,NBA,PG,1,1,29:10,9,18,0.5,5,11,0.455,0,0,,1,3,3,1,0,3,1,23
Career,,,NBA,,4,2,84,19,42,0.452,7,25,0.28,0,0,,3,9,18,3,0,3,1,45
