Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-18,LAL,,UTA,"W, 140-126",*,34,11,22,0.5,2,10,0.2,13,16,0.813,0,5,5,10,4,0,8,4,37,27.7,10
2025-11-15,LAL,@,MIL,"W, 119-95",*,38,9,19,0.474,5,11,0.455,18,20,0.9,1,8,9,6,1,2,3,1,41,36.8,25
2025-11-14,LAL,@,NOP,"W, 118-104",*,40,6,16,0.375,3,8,0.375,9,13,0.692,1,6,7,12,2,1,3,1,24,23.8,30
2025-11-12,LAL,@,OKC,"L, 92-121",*,33,7,20,0.35,1,7,0.143,4,7,0.571,1,6,7,7,2,0,4,3,19,10.8,-31
2025-11-10,LAL,@,CHO,"W, 121-111",*,38,14,28,0.5,5,15,0.333,5,5,1.0,1,5,6,7,1,0,2,4,38,28.5,16
