"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2008-09,21,MIA,NBA,SF,7.0,0.0,161.0,0.31,0.333,0.3,0.417,1.0,0.431,0.048,0.714,67.0,69.0,82.0,83.0,130.0,79.0,16.0,319.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,23,OKC,NBA,SG,17.0,0.0,195.0,0.393,0.6,0.348,0.536,1.0,0.554,0.071,0.821,86.0,123.0,97.0,107.0,131.0,102.0,24.0,370.0,
2011-12,24,OKC,NBA,SG,16.0,0.0,109.0,0.378,0.462,0.333,0.486,0.0,0.475,0.054,0.649,84.0,97.0,96.0,100.0,0.0,90.0,20.0,287.0,
2012-13,25,CHI,NBA,SG,6.0,0.0,36.0,0.1,0.0,0.125,0.15,,0.15,0.0,0.8,22.0,0.0,35.0,30.0,,28.0,0.0,329.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,46.0,0.0,501.0,0.345,0.432,0.315,0.462,0.75,0.471,0.055,0.745,76.0,90.0,88.0,93.0,98.0,88.0,19.0,331.0,
,,,,,,,,,,,,,,,,,,,,,,,,
OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),,33.0,0.0,304.0,0.387,0.522,0.343,0.516,0.667,0.523,0.065,0.753,85.0,108.0,97.0,104.0,87.0,98.0,22.0,337.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,7.0,0.0,161.0,0.31,0.333,0.3,0.417,1.0,0.431,0.048,0.714,67.0,69.0,82.0,83.0,130.0,79.0,16.0,319.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,6.0,0.0,36.0,0.1,0.0,0.125,0.15,,0.15,0.0,0.8,22.0,0.0,35.0,30.0,,28.0,0.0,329.0,
