Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2019-20,22,DET,NBA,PG,10.0,0.0,53.0,5.0,20.0,0.25,2.0,10.0,0.2,3.0,10.0,0.3,0.3,0.0,0.0,0.0,4.0,4.0,8.0,1.0,0.0,2.0,6.0,12.0,0.0,
2020-21,23,ORL,NBA,PG,14.0,0.0,196.0,23.0,54.0,0.426,10.0,32.0,0.313,13.0,22.0,0.591,0.519,0.0,0.0,4.0,20.0,24.0,18.0,2.0,0.0,3.0,11.0,56.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,24.0,0.0,249.0,28.0,74.0,0.378,12.0,42.0,0.286,16.0,32.0,0.5,0.459,0.0,0.0,4.0,24.0,28.0,26.0,3.0,0.0,5.0,17.0,68.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,851.0,96.0,253.0,0.378,41.0,144.0,0.286,55.0,109.0,0.5,0.459,0.0,0.0,14.0,82.0,96.0,89.0,10.0,0.0,17.0,58.0,232.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,14.0,0.0,196.0,23.0,54.0,0.426,10.0,32.0,0.313,13.0,22.0,0.591,0.519,0.0,0.0,4.0,20.0,24.0,18.0,2.0,0.0,3.0,11.0,56.0,0.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,10.0,0.0,53.0,5.0,20.0,0.25,2.0,10.0,0.2,3.0,10.0,0.3,0.3,0.0,0.0,0.0,4.0,4.0,8.0,1.0,0.0,2.0,6.0,12.0,0.0,
