"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2004-05,21,PHI,NBA,SG,5.0,5.0,192.0,0.465,10.2,0.791,0.442,0.093,0.093,0.163,0.209,0.5,0.632,0.0,0.5,0.429,0.333,0.588,1.0,0.14,5.0,0.778,0.429,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,24,PHI,NBA,SF,6.0,6.0,234.0,0.333,13.8,0.797,0.29,0.029,0.072,0.406,0.203,0.382,0.5,0.0,0.2,0.357,0.143,0.476,0.5,0.087,5.0,0.0,,0.0,0.0,
2008-09,25,PHI,NBA,SF,6.0,6.0,269.0,0.449,14.8,0.714,0.296,0.071,0.041,0.306,0.286,0.471,0.586,0.143,0.25,0.467,0.393,0.242,0.909,0.102,10.0,0.214,0.5,2.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,27,PHI,NBA,SF,5.0,5.0,182.0,0.423,15.0,0.731,0.288,0.0,0.077,0.365,0.269,0.5,0.733,,0.0,0.421,0.214,0.368,1.0,0.173,9.0,0.286,0.25,0.0,0.0,
2011-12,28,PHI,NBA,SF,13.0,13.0,505.0,0.384,15.7,0.675,0.252,0.04,0.086,0.298,0.325,0.382,0.605,0.167,0.462,0.2,0.388,0.538,0.842,0.139,19.0,0.224,0.364,1.0,0.0,
2012-13,29,DEN,NBA,SG,6.0,6.0,243.0,0.5,15.1,0.618,0.276,0.092,0.079,0.171,0.382,0.511,0.714,0.429,0.167,0.385,0.483,0.542,0.929,0.145,10.0,0.172,0.6,1.0,0.0,
2013-14,30,GSW,NBA,SF,7.0,7.0,248.0,0.516,11.4,0.758,0.323,0.21,0.081,0.145,0.242,0.511,0.75,0.308,0.4,0.333,0.533,0.458,0.875,0.21,12.0,0.467,0.429,0.0,0.0,
2014-15,31,GSW,NBA,SF,21.0,3.0,635.0,0.474,15.6,0.52,0.287,0.041,0.07,0.123,0.48,0.584,0.796,0.143,0.333,0.381,0.354,0.731,0.966,0.158,26.0,0.402,0.394,1.0,0.0,Finals MVP-1
2015-16,32,GSW,NBA,SF,24.0,3.0,767.0,0.476,14.0,0.604,0.335,0.067,0.122,0.079,0.396,0.535,0.709,0.182,0.35,0.385,0.385,0.509,0.92,0.116,19.0,0.4,0.385,1.0,0.0,
2016-17,33,GSW,NBA,SF,16.0,0.0,419.0,0.455,13.8,0.584,0.347,0.059,0.079,0.099,0.416,0.644,0.857,0.167,0.25,0.5,0.19,0.711,1.0,0.257,25.0,0.31,0.154,0.0,0.0,
2017-18,34,GSW,NBA,SF,15.0,12.0,401.0,0.494,12.8,0.565,0.412,0.071,0.047,0.035,0.435,0.583,0.743,0.167,0.25,0.0,0.378,0.821,1.0,0.259,19.0,0.297,0.273,0.0,0.0,
2018-19,35,GSW,NBA,SF,21.0,15.0,629.0,0.494,15.0,0.518,0.313,0.066,0.066,0.072,0.482,0.628,0.808,0.545,0.182,0.333,0.35,0.852,0.929,0.223,35.0,0.388,0.452,0.0,0.0,
2019-20,36,MIA,NBA,SF,21.0,0.0,410.0,0.462,19.3,0.4,0.2,0.077,0.077,0.046,0.6,0.615,0.769,0.4,0.6,0.333,0.359,0.688,1.0,0.138,8.0,0.462,0.333,3.0,0.0,
2020-21,37,MIA,NBA,SF,4.0,0.0,71.0,0.545,18.2,0.364,0.182,0.091,0.091,0.0,0.636,0.75,1.0,1.0,0.0,,0.429,0.333,1.0,0.091,1.0,0.429,0.333,0.0,0.0,
2021-22,38,GSW,NBA,SF,7.0,0.0,61.0,0.444,17.0,0.667,0.111,0.111,0.222,0.222,0.333,0.5,1.0,1.0,0.0,0.5,0.333,0.667,1.0,0.222,2.0,0.0,,0.0,0.0,
15 Yrs,15 Yrs,15 Yrs,15 Yrs,,177.0,81.0,5266.0,0.458,14.8,0.612,0.305,0.066,0.079,0.163,0.388,0.523,0.723,0.276,0.308,0.353,0.355,0.601,0.934,0.166,205.0,0.341,0.377,9.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,38.0,2440.0,0.458,14.8,0.612,0.305,0.066,0.079,0.163,0.388,0.523,0.723,0.276,0.308,0.353,0.355,0.601,0.934,0.166,95.0,0.341,0.377,4.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
