Season,Team,Lg,Salary
2022-23,Sacramento Kings,NBA,"$8,008,440"
2023-24,Sacramento Kings,NBA,"$8,409,000"
2024-25,Sacramento Kings,NBA,"$8,809,560"
Career,(may be incomplete),,"$25,227,000"
