"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2012-13,24,OKC,NBA,SG,8.0,0.0,68.0,0.0,86.0,14.0,0.0,0.0,-4.5,-6.1,0.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,29,NOP,NBA,SG,3.0,0.0,14.0,0.0,44.0,56.0,0.0,0.0,-65.1,-67.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,11.0,0.0,82.0,0.0,79.0,21.0,0.0,0.0,-14.8,-16.5,1.0,1.0,2.0,0.0,2.0,0.0,10.0,0.0,2.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,611.0,0.0,79.0,21.0,0.0,0.0,-14.8,-16.5,7.0,7.0,15.0,0.0,15.0,0.0,75.0,0.0,15.0,
,,,,,,,,,,,,,,,,,,,,,,,,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,8.0,0.0,68.0,0.0,86.0,14.0,0.0,0.0,-4.5,-6.1,0.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,1.0,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,3.0,0.0,14.0,0.0,44.0,56.0,0.0,0.0,-65.1,-67.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,
