"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2023-24,30.0,TOT,NBA,36:57,9.0,15.0,5.0,7.0,7.0,11.0,7.0,9.0,3.0,5.0,5.0,13.0,2.0,1.0,5.0,4.0,25.0,26.4
2023-24,30.0,OKC,NBA,21:21,4.0,8.0,2.0,4.0,3.0,5.0,3.0,5.0,1.0,2.0,3.0,7.0,2.0,1.0,3.0,4.0,12.0,9.3
2023-24,30.0,CHO,NBA,36:57,9.0,15.0,5.0,7.0,7.0,11.0,7.0,9.0,3.0,5.0,5.0,13.0,2.0,1.0,5.0,4.0,25.0,26.4
2024-25,31.0,TOT,NBA,35:29,7.0,15.0,4.0,8.0,5.0,10.0,4.0,5.0,3.0,5.0,8.0,12.0,2.0,0.0,6.0,4.0,20.0,17.0
2024-25,31.0,CHO,NBA,35:29,7.0,15.0,4.0,8.0,5.0,10.0,4.0,5.0,3.0,5.0,8.0,12.0,2.0,0.0,6.0,4.0,20.0,17.0
2024-25,31.0,PHO,NBA,7:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.7
Career,,,,36:57,9.0,15.0,5.0,8.0,7.0,11.0,7.0,9.0,3.0,5.0,8.0,13.0,2.0,1.0,6.0,4.0,25.0,26.4
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,CHO,NBA,36:57,9.0,15.0,5.0,8.0,7.0,11.0,7.0,9.0,3.0,5.0,8.0,13.0,2.0,1.0,6.0,4.0,25.0,26.4
1 Season,,OKC,NBA,21:21,4.0,8.0,2.0,4.0,3.0,5.0,3.0,5.0,1.0,2.0,3.0,7.0,2.0,1.0,3.0,4.0,12.0,9.3
1 Season,,PHO,NBA,7:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.7
