0
2015-16 NBA 30.0 (20th)
2021-22 NBA 31.3 (16th)
Career 29.9 (67th)
Career NBA 29.9 (66th)
Career Playoffs 28.2 (77th)
Career NBA Playoffs 28.2 (76th)
