"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2010-11,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2011-12,21,ORL,NBA,PF,16,2,187,.567,3.3,.967,.800,.133,.033,.000,.033,.586,.625,.500,.000,,.000,.706,.267,7,.000,0,0,
2012-13,22,OKC,NBA,C,13,0,104,.462,3.8,1.000,.615,.269,.077,.038,.000,.462,.688,.143,.000,.000,,.583,.192,4,,0,0,
2013-14,23,PHI,NBA,C,22,4,251,.447,6.9,1.000,.532,.170,.128,.170,.000,.447,.480,.250,.333,.625,,.762,.064,3,,0,0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,51,6,542,.485,4.7,.990,.631,.184,.087,.087,.010,.490,.585,.263,.222,.556,.000,.700,.155,14,.000,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,10,871,.485,4.7,.990,.631,.184,.087,.087,.010,.490,.585,.263,.222,.556,.000,.700,.155,23,.000,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,22,4,251,.447,6.9,1.000,.532,.170,.128,.170,.000,.447,.480,.250,.333,.625,,.762,.064,3,,0,0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,16,2,187,.567,3.3,.967,.800,.133,.033,.000,.033,.586,.625,.500,.000,,.000,.706,.267,7,.000,0,0,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,13,0,104,.462,3.8,1.000,.615,.269,.077,.038,.000,.462,.688,.143,.000,.000,,.583,.192,4,,0,0,
