"('Thru 3 Years', 'Player')","('Thru 3 Years', 'Sim')","('Win Shares (Best to Worst)', '1')","('Win Shares (Best to Worst)', '2')","('Win Shares (Best to Worst)', '3')"
Daniel Orton,,0.5,0.3,0.3
Dave Feitl,90.3,0.5,0.4,0.3
Shawnelle Scott,83.0,0.5,0.2,0.2
Olumide Oyedeji,80.0,0.4,0.4,0.3
Alan Ogg,72.7,0.5,0.3,0.0
Isaac Austin,67.6,0.3,0.3,0.2
Eric Riley,66.9,0.6,0.5,0.4
Steve Scheffler,66.6,0.6,0.6,0.3
Mamadou N'Diaye,65.2,0.6,0.3,0.0
Tacko Fall,63.2,0.5,0.2,0.1
Jason Collier,62.7,0.4,0.3,0.0
