Season,Team,Lg,Salary
2000-01,Los Angeles Clippers,NBA,"$1,020,960"
2001-02,Los Angeles Clippers,NBA,"$1,097,520"
2002-03,Los Angeles Clippers,NBA,"$1,174,080"
2003-04,Los Angeles Clippers,NBA,"$1,805,735"
2004-05,Phoenix Suns,NBA,"$5,800,000"
2005-06,New York Knicks,NBA,"$6,940,000"
2006-07,New York Knicks,NBA,"$7,525,500"
2007-08,New York Knicks,NBA,"$8,105,500"
2008-09,New York Knicks,NBA,"$8,685,500"
2009-10,Miami Heat,NBA,"$9,352,400"
2010-11,Orlando Magic,NBA,"$2,265,000"
2011-12,Orlando Magic,NBA,"$2,446,600"
2012-13,Orlando Magic,NBA,"$2,627,400"
2013-14,Orlando Magic,NBA,"$2,808,600"
2013-14,Toronto Raptors,NBA,"$1,399,507"
Career,(may be incomplete),,"$63,054,302"
