Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2013-14,20,DET,NBA,SG,80.0,41.0,1583.0,9.4,0.483,0.402,0.133,2.5,8.6,5.4,5.0,2.4,0.6,5.4,13.9,1.0,0.8,1.8,0.055,-3.0,0.5,-2.6,-0.2,
2014-15,21,DET,NBA,SG,82.0,82.0,2587.0,11.2,0.501,0.457,0.163,1.9,9.1,5.4,6.8,1.9,0.5,8.3,19.5,1.1,1.8,2.8,0.052,-1.3,-0.4,-1.7,0.2,
2015-16,22,DET,NBA,SG,76.0,76.0,2789.0,12.4,0.521,0.384,0.238,2.6,8.6,5.5,7.8,2.0,0.5,9.0,18.2,2.6,2.7,5.3,0.092,-1.1,0.8,-0.3,1.2,
2016-17,23,DET,NBA,SG,76.0,75.0,2529.0,12.8,0.519,0.471,0.199,2.3,8.7,5.3,11.2,1.8,0.4,7.9,19.2,2.0,2.5,4.5,0.086,-0.6,0.4,-0.2,1.1,
2017-18,24,LAL,NBA,SG,74.0,74.0,2458.0,13.2,0.561,0.52,0.243,2.6,14.1,8.4,9.4,2.1,0.5,9.9,16.9,2.6,2.7,5.3,0.103,-0.4,0.6,0.3,1.4,
2018-19,25,LAL,NBA,SG,82.0,23.0,2035.0,12.9,0.568,0.575,0.209,2.5,9.4,6.0,7.5,1.7,0.5,7.3,18.1,2.3,1.8,4.0,0.095,-0.3,-0.1,-0.5,0.8,
2019-20,26,LAL,NBA,SG,69.0,26.0,1762.0,11.0,0.584,0.471,0.201,2.4,6.4,4.4,8.5,1.5,0.7,10.1,14.7,1.9,1.9,3.7,0.102,-1.2,0.4,-0.8,0.5,
2020-21,27,LAL,NBA,SG,67.0,67.0,1902.0,10.7,0.588,0.579,0.221,1.6,8.9,5.3,9.2,1.6,1.2,10.6,14.2,1.6,2.6,4.2,0.107,-1.6,1.0,-0.5,0.7,DPOY-11
2021-22,28,WAS,NBA,SG,77.0,77.0,2329.0,12.6,0.568,0.492,0.186,2.0,10.3,6.2,9.1,1.8,0.9,9.8,19.0,1.4,1.4,2.8,0.058,-0.9,-0.6,-1.5,0.3,
2022-23,29,DEN,NBA,SG,76.0,76.0,2381.0,11.5,0.598,0.505,0.198,1.7,8.1,5.0,9.8,2.3,1.3,11.1,14.1,2.0,2.5,4.5,0.091,-1.6,0.6,-1.0,0.6,
2023-24,30,DEN,NBA,SG,76.0,76.0,2402.0,10.7,0.602,0.525,0.193,1.5,6.8,4.2,9.5,2.0,1.5,10.5,12.9,2.2,2.6,4.8,0.096,-2.1,0.7,-1.4,0.4,
2024-25,31,ORL,NBA,SG,77.0,77.0,2279.0,9.9,0.574,0.607,0.175,1.6,7.2,4.3,8.7,2.2,1.4,9.6,12.4,1.5,3.1,4.6,0.096,-3.0,1.6,-1.4,0.3,
2025-26,32,MEM,NBA,SG,15.0,13.0,346.0,9.2,0.482,0.467,0.262,1.8,10.3,5.9,19.1,1.6,1.1,11.8,16.1,-0.1,0.2,0.2,0.021,-3.4,-0.1,-3.6,-0.1,
13 Yrs,13 Yrs,13 Yrs,13 Yrs,,927.0,783.0,27382.0,11.6,0.551,0.493,0.2,2.1,8.9,5.5,8.8,1.9,0.8,9.1,16.3,22.0,26.7,48.6,0.085,-1.4,0.4,-1.0,7.2,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,69.0,2422.0,11.6,0.551,0.493,0.2,2.1,8.9,5.5,8.8,1.9,0.8,9.1,16.3,1.9,2.4,4.3,0.085,-1.4,0.4,-1.0,0.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET (4 Yrs),DET (4 Yrs),DET (4 Yrs),DET (4 Yrs),,314.0,274.0,9488.0,11.7,0.509,0.432,0.19,2.3,8.8,5.4,8.0,2.0,0.5,8.0,18.1,6.6,7.9,14.5,0.073,-1.3,0.3,-1.0,2.3,
LAL (4 Yrs),LAL (4 Yrs),LAL (4 Yrs),LAL (4 Yrs),,292.0,190.0,8157.0,12.1,0.573,0.538,0.22,2.3,10.1,6.2,8.7,1.7,0.7,9.3,16.1,8.4,8.9,17.3,0.102,-0.8,0.5,-0.3,3.4,
DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),,152.0,152.0,4783.0,11.1,0.6,0.514,0.195,1.6,7.5,4.6,9.7,2.2,1.4,10.8,13.5,4.2,5.1,9.3,0.093,-1.8,0.6,-1.2,1.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,77.0,77.0,2279.0,9.9,0.574,0.607,0.175,1.6,7.2,4.3,8.7,2.2,1.4,9.6,12.4,1.5,3.1,4.6,0.096,-3.0,1.6,-1.4,0.3,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,77.0,77.0,2329.0,12.6,0.568,0.492,0.186,2.0,10.3,6.2,9.1,1.8,0.9,9.8,19.0,1.4,1.4,2.8,0.058,-0.9,-0.6,-1.5,0.3,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,15.0,13.0,346.0,9.2,0.482,0.467,0.262,1.8,10.3,5.9,19.1,1.6,1.1,11.8,16.1,-0.1,0.2,0.2,0.021,-3.4,-0.1,-3.6,-0.1,
