Season,Team,Lg,Salary
2023-24,Atlanta Hawks,NBA,(TW)
2024-25,Atlanta Hawks,NBA,(TW)
2024-25,Los Angeles Clippers,NBA,(TW)
Career,(may be incomplete),,
