Season,Team,Lg,Salary
2021-22,Indiana Pacers,NBA,"$3,749,520"
2022-23,Indiana Pacers,NBA,"$3,936,960"
2023-24,Sacramento Kings,NBA,"$4,124,400"
2024-25,Chicago Bulls,NBA,"$5,893,768"
Career,(may be incomplete),,"$17,704,648"
