"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2017-18,22,MEM,NBA,SF,82.0,74.0,2350.0,0.44,0.484,0.356,0.501,0.747,0.531,0.215,0.342,96.0,95.0,98.0,96.0,97.0,96.0,85.0,101.0,-30.7,-41.9,
2018-19,23,MEM,NBA,SF,18.0,0.0,330.0,0.402,0.415,0.375,0.463,0.733,0.499,0.246,0.328,87.0,80.0,106.0,88.0,96.0,89.0,95.0,91.0,-14.9,-16.3,
2019-20,24,MEM,NBA,SG,73.0,73.0,2112.0,0.407,0.438,0.358,0.476,0.808,0.51,0.19,0.385,89.0,84.0,100.0,90.0,105.0,90.0,73.0,100.0,-112.6,-126.1,
2020-21,25,MEM,NBA,SF,67.0,67.0,1997.0,0.419,0.461,0.344,0.481,0.815,0.515,0.189,0.361,90.0,87.0,94.0,89.0,105.0,90.0,77.0,92.0,-117.2,-126.1,
2021-22,26,MEM,NBA,SF,32.0,31.0,885.0,0.432,0.48,0.309,0.475,0.849,0.515,0.202,0.283,94.0,90.0,87.0,89.0,110.0,91.0,81.0,71.0,-59.3,-58.2,
2022-23,27,MEM,NBA,SF,73.0,73.0,2214.0,0.396,0.451,0.326,0.468,0.779,0.494,0.155,0.443,83.0,82.0,90.0,86.0,100.0,85.0,58.0,114.0,-153.7,-183.8,DEF2
2023-24,28,HOU,NBA,SF,72.0,72.0,2227.0,0.428,0.492,0.359,0.515,0.844,0.549,0.191,0.482,90.0,90.0,98.0,94.0,108.0,95.0,78.0,122.0,-48.5,-50.9,
2024-25,29,HOU,NBA,SF,75.0,75.0,2388.0,0.429,0.465,0.397,0.533,0.818,0.555,0.135,0.524,92.0,85.0,110.0,98.0,105.0,96.0,56.0,124.0,-18.1,-39.7,
2025-26,30,PHO,NBA,SF,9.0,9.0,265.0,0.459,0.577,0.324,0.534,0.914,0.582,0.24,0.466,98.0,106.0,91.0,99.0,116.0,100.0,84.0,111.0,-2.3,0.2,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,501.0,474.0,14768.0,0.42,0.466,0.354,0.492,0.807,0.524,0.183,0.409,90.0,88.0,98.0,92.0,104.0,92.0,72.0,105.0,-557.3,-642.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (6 Yrs),MEM (6 Yrs),MEM (6 Yrs),MEM (6 Yrs),,345.0,318.0,9888.0,0.416,0.459,0.342,0.479,0.795,0.512,0.189,0.371,90.0,87.0,95.0,90.0,103.0,90.0,74.0,98.0,-488.4,-552.4,
HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),,147.0,147.0,4615.0,0.429,0.478,0.38,0.525,0.832,0.553,0.161,0.505,91.0,88.0,105.0,96.0,106.0,96.0,66.0,123.0,-66.6,-90.6,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,9.0,9.0,265.0,0.459,0.577,0.324,0.534,0.914,0.582,0.24,0.466,98.0,106.0,91.0,99.0,116.0,100.0,84.0,111.0,-2.3,0.2,
