"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2019-20,21,WAS,NBA,PF,48.0,48.0,1444.0,0.466,0.5,0.287,0.489,0.829,0.535,0.257,0.16,101.0,95.0,80.0,92.0,107.0,95.0,99.0,42.0,-43.4,-36.1,
2020-21,22,WAS,NBA,PF,57.0,57.0,1797.0,0.478,0.519,0.328,0.513,0.77,0.549,0.248,0.211,103.0,98.0,90.0,95.0,99.0,96.0,101.0,54.0,-32.1,-33.0,
2021-22,23,WAS,NBA,PF,42.0,13.0,943.0,0.491,0.512,0.447,0.563,0.697,0.579,0.173,0.323,106.0,96.0,126.0,106.0,90.0,102.0,70.0,81.0,23.9,10.8,
2022-23,24,2TM,NBA,PF,63.0,9.0,1466.0,0.486,0.55,0.319,0.53,0.739,0.556,0.204,0.274,102.0,100.0,88.0,97.0,95.0,96.0,76.0,71.0,-17.8,-32.8,
2022-23,24,WAS,NBA,PF,30.0,0.0,728.0,0.488,0.545,0.337,0.534,0.759,0.558,0.179,0.275,103.0,99.0,93.0,98.0,97.0,96.0,67.0,71.0,-7.3,-16.3,
2022-23,24,LAL,NBA,PF,33.0,9.0,738.0,0.485,0.556,0.296,0.525,0.721,0.553,0.235,0.273,102.0,101.0,82.0,96.0,92.0,95.0,88.0,70.0,-10.5,-16.5,
2023-24,25,LAL,NBA,PF,68.0,39.0,1826.0,0.537,0.597,0.422,0.609,0.739,0.628,0.198,0.343,113.0,109.0,116.0,112.0,94.0,108.0,81.0,87.0,85.1,70.5,
2024-25,26,LAL,NBA,PF,59.0,57.0,1869.0,0.509,0.581,0.413,0.597,0.77,0.619,0.196,0.429,109.0,107.0,115.0,110.0,99.0,107.0,81.0,102.0,62.4,53.9,
2025-26,27,LAL,NBA,PF,14.0,14.0,475.0,0.566,0.615,0.481,0.655,0.733,0.67,0.207,0.372,121.0,113.0,134.0,121.0,93.0,115.0,73.0,89.0,32.6,27.8,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,351.0,237.0,9820.0,0.499,0.545,0.387,0.555,0.763,0.582,0.215,0.293,106.0,101.0,107.0,103.0,98.0,101.0,85.0,73.0,110.7,61.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (4 Yrs),WAS (4 Yrs),WAS (4 Yrs),WAS (4 Yrs),,177.0,118.0,4912.0,0.479,0.516,0.356,0.52,0.776,0.552,0.224,0.23,103.0,97.0,99.0,97.0,100.0,97.0,88.0,59.0,-58.9,-74.6,
LAL (4 Yrs),LAL (4 Yrs),LAL (4 Yrs),LAL (4 Yrs),,174.0,119.0,4908.0,0.521,0.586,0.409,0.596,0.746,0.617,0.204,0.365,110.0,107.0,113.0,109.0,95.0,106.0,81.0,90.0,169.6,135.7,
