"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2004-05,26,WAS,NBA,C,8.0,0.0,126.0,0.655,2.4,1.0,0.759,0.172,0.034,0.034,0.0,0.655,0.727,0.4,0.0,1.0,0.526,0.207,6.0,0.0,0.0,
2005-06,27,WAS,NBA,C,3.0,0.0,18.0,0.4,4.0,1.0,0.6,0.2,0.2,0.0,0.0,0.4,0.333,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,
2006-07,28,WAS,NBA,C,4.0,4.0,84.0,0.412,3.4,1.0,0.706,0.235,0.059,0.0,0.0,0.412,0.5,0.0,1.0,,1.0,0.294,4.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,31,OKC,NBA,C,2.0,0.0,17.0,0.833,1.7,1.0,0.667,0.333,0.0,0.0,0.0,0.833,0.75,1.0,,,0.8,0.333,2.0,0.0,0.0,
2010-11,32,ATL,NBA,C,1.0,0.0,7.0,0.0,1.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.5,0.0,0.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,18.0,4.0,252.0,0.559,2.6,1.0,0.729,0.203,0.051,0.017,0.0,0.559,0.605,0.333,0.667,1.0,0.697,0.237,12.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,18.0,1148.0,0.559,2.6,1.0,0.729,0.203,0.051,0.017,0.0,0.559,0.605,0.333,0.667,1.0,0.697,0.237,55.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),,15.0,4.0,228.0,0.549,3.3,1.0,0.725,0.196,0.059,0.02,0.0,0.549,0.622,0.2,0.667,1.0,0.679,0.216,10.0,0.0,0.0,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,2.0,0.0,17.0,0.833,1.7,1.0,0.667,0.333,0.0,0.0,0.0,0.833,0.75,1.0,,,0.8,0.333,2.0,0.0,0.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,1.0,0.0,7.0,0.0,1.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.5,0.0,0.0,0.0,
