Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,22.0,DET,NBA,C,1,0,18:13,8,11,0.727,0,1,0.0,0,0,,5,13,0,2,0,1,1,16
2017-18,24.0,DET,NBA,C,1,0,17:36,7,7,1.0,0,0,,0,0,,1,3,0,0,1,1,2,14
Career,,,NBA,,2,0,36,15,18,0.833,0,1,0.0,0,0,,6,16,0,2,1,2,3,30
