Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2009-10,22,CHA,NBA,SF,57.0,0.0,535.0,68.0,147.0,0.463,2.0,7.0,0.286,66.0,140.0,0.471,0.469,48.0,72.0,0.667,31.0,47.0,78.0,19.0,21.0,10.0,19.0,53.0,186.0,0.0,
2010-11,23,2TM,NBA,SF,49.0,1.0,576.0,74.0,131.0,0.565,5.0,10.0,0.5,69.0,121.0,0.57,0.584,32.0,60.0,0.533,41.0,58.0,99.0,33.0,20.0,10.0,35.0,59.0,185.0,0.0,
2010-11,23,CHA,NBA,SF,41.0,1.0,488.0,62.0,113.0,0.549,2.0,6.0,0.333,60.0,107.0,0.561,0.558,25.0,47.0,0.532,32.0,52.0,84.0,29.0,16.0,8.0,28.0,48.0,151.0,0.0,
2010-11,23,NYK,NBA,SF,8.0,0.0,88.0,12.0,18.0,0.667,3.0,4.0,0.75,9.0,14.0,0.643,0.75,7.0,13.0,0.538,9.0,6.0,15.0,4.0,4.0,2.0,7.0,11.0,34.0,0.0,
2011-12,24,CHA,NBA,SF,65.0,17.0,1443.0,212.0,409.0,0.518,6.0,24.0,0.25,206.0,385.0,0.535,0.526,94.0,141.0,0.667,95.0,141.0,236.0,67.0,48.0,12.0,55.0,96.0,524.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,171.0,18.0,2554.0,354.0,687.0,0.515,13.0,41.0,0.317,341.0,646.0,0.528,0.525,174.0,273.0,0.637,167.0,246.0,413.0,119.0,89.0,32.0,109.0,208.0,895.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,9.0,1225.0,170.0,329.0,0.515,6.0,20.0,0.317,164.0,310.0,0.528,0.525,83.0,131.0,0.637,80.0,118.0,198.0,57.0,43.0,15.0,52.0,100.0,429.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA (3 Yrs),CHA (3 Yrs),CHA (3 Yrs),CHA (3 Yrs),,163.0,18.0,2466.0,342.0,669.0,0.511,10.0,37.0,0.27,332.0,632.0,0.525,0.519,167.0,260.0,0.642,158.0,240.0,398.0,115.0,85.0,30.0,102.0,197.0,861.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,8.0,0.0,88.0,12.0,18.0,0.667,3.0,4.0,0.75,9.0,14.0,0.643,0.75,7.0,13.0,0.538,9.0,6.0,15.0,4.0,4.0,2.0,7.0,11.0,34.0,0.0,
