"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2009-10,22,CHA,NBA,SF,57.0,0.0,535.0,0.0,0.0,4.0,83.0,14.0,1.4,-0.2,4.0,3.0,20.0,3.0,30.0,3.0,47.0,2.0,25.0,
2010-11,23,2TM,NBA,SF,49.0,1.0,576.0,0.0,4.0,50.0,44.0,2.0,-4.2,-0.3,10.0,10.0,20.0,7.0,30.0,2.0,71.0,12.0,11.0,
2010-11,23,CHA,NBA,SF,41.0,1.0,488.0,0.0,5.0,53.0,40.0,2.0,-2.4,2.4,9.0,8.0,18.0,5.0,25.0,1.0,60.0,11.0,10.0,
2010-11,23,NYK,NBA,SF,8.0,0.0,88.0,0.0,0.0,37.0,63.0,0.0,-13.7,-15.2,1.0,2.0,2.0,2.0,5.0,1.0,11.0,1.0,1.0,
2011-12,24,CHA,NBA,SF,65.0,17.0,1443.0,0.0,1.0,91.0,8.0,0.0,-14.7,1.7,16.0,21.0,44.0,3.0,71.0,3.0,143.0,19.0,41.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,171.0,18.0,2554.0,0.0,2.0,64.0,31.0,3.0,-9.0,0.8,30.0,34.0,84.0,13.0,131.0,8.0,261.0,33.0,77.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,9.0,1225.0,0.0,2.0,64.0,31.0,3.0,-9.0,0.8,14.0,16.0,40.0,6.0,63.0,4.0,125.0,16.0,37.0,
,,,,,,,,,,,,,,,,,,,,,,,,
CHA (3 Yrs),CHA (3 Yrs),CHA (3 Yrs),CHA (3 Yrs),,163.0,18.0,2466.0,0.0,2.0,65.0,30.0,3.0,-8.8,1.4,29.0,32.0,82.0,11.0,126.0,7.0,250.0,32.0,76.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,8.0,0.0,88.0,0.0,0.0,37.0,63.0,0.0,-13.7,-15.2,1.0,2.0,2.0,2.0,5.0,1.0,11.0,1.0,1.0,
