"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2003-04,21,DEN,NBA,PF,5.0,5.0,132.0,0.444,0.444,,0.444,0.538,0.467,0.361,0.0,101.0,97.0,,94.0,72.0,91.0,119.0,0.0,
2004-05,22,DEN,NBA,C,5.0,0.0,101.0,0.429,0.429,,0.429,0.652,0.53,1.095,0.0,96.0,91.0,,89.0,86.0,100.0,338.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,24,DEN,NBA,C,5.0,5.0,179.0,0.585,0.585,,0.585,0.778,0.624,0.34,0.0,128.0,121.0,,118.0,103.0,115.0,104.0,0.0,
2007-08,25,DEN,NBA,PF,3.0,0.0,30.0,0.556,0.556,,0.556,1.0,0.63,0.333,0.0,122.0,115.0,,112.0,132.0,117.0,109.0,0.0,
2008-09,26,DEN,NBA,C,16.0,16.0,525.0,0.548,0.548,,0.548,0.657,0.587,0.556,0.0,119.0,113.0,,110.0,85.0,108.0,182.0,0.0,
2009-10,27,DEN,NBA,C,5.0,5.0,169.0,0.621,0.621,,0.621,0.583,0.636,1.241,0.0,135.0,126.0,,124.0,77.0,117.0,413.0,0.0,
2010-11,28,DEN,NBA,C,5.0,5.0,162.0,0.478,0.478,,0.478,0.563,0.529,1.043,0.0,104.0,98.0,,96.0,74.0,98.0,348.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,31,WAS,NBA,PF,10.0,10.0,325.0,0.464,0.464,,0.464,0.346,0.458,0.188,0.0,102.0,95.0,,93.0,46.0,85.0,66.0,0.0,
2014-15,32,WAS,NBA,PF,10.0,10.0,257.0,0.447,0.447,,0.447,0.478,0.459,0.303,0.0,100.0,92.0,,90.0,64.0,86.0,111.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,34,HOU,NBA,C,9.0,0.0,161.0,0.706,0.72,0.0,0.706,0.581,0.696,0.608,0.02,154.0,143.0,0.0,137.0,75.0,126.0,225.0,6.0,
2017-18,35,HOU,NBA,C,11.0,0.0,107.0,0.6,0.6,,0.6,0.636,0.624,0.55,0.0,130.0,118.0,,115.0,83.0,112.0,218.0,0.0,
2018-19,36,HOU,NBA,C,7.0,0.0,53.0,1.0,1.0,,1.0,0.778,0.967,0.9,0.0,217.0,192.0,,191.0,101.0,173.0,348.0,0.0,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,91.0,56.0,2201.0,0.53,0.531,0.0,0.53,0.595,0.557,0.506,0.002,116.0,109.0,0.0,106.0,78.0,103.0,172.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,
DEN (7 Yrs),DEN (7 Yrs),DEN (7 Yrs),DEN (7 Yrs),,44.0,36.0,1298.0,0.531,0.531,,0.531,0.63,0.573,0.659,0.0,117.0,110.0,,107.0,83.0,106.0,215.0,0.0,
HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),,27.0,0.0,321.0,0.716,0.725,0.0,0.716,0.627,0.715,0.63,0.012,156.0,143.0,0.0,138.0,82.0,129.0,238.0,4.0,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,20.0,20.0,582.0,0.458,0.458,,0.458,0.408,0.458,0.229,0.0,101.0,94.0,,92.0,54.0,85.0,82.0,0.0,
